"Step","amigo_pb_addinitialtasks_seed1 - 2cover_rate_5step"
"7020000","0.027"
"7080000","0.045"
"7140000","0.035"
"7200000","0.042"
"7260000","0.051"
"7320000","0.035"
"7380000","0.033"
"7440000","0.039"
"7500000","0.036"
"7560000","0.033"
"7620000","0.03"
"7680000","0.027"
"7740000","0.037"
"7800000","0.031"
"7860000","0.037"
"7920000","0.04"
"7980000","0.035"
"8040000","0.047"
"8100000","0.028"
"8160000","0.038"
"8220000","0.027"
"8280000","0.031"
"8340000","0.026"
"8400000","0.036"
"8460000","0.035"
"8520000","0.03"
"8580000","0.041"
"8640000","0.04"
"8700000","0.041"
"8760000","0.031"
"8820000","0.029"
"8880000","0.034"
"8940000","0.035"
"9000000","0.046"
"9060000","0.051"
"9120000","0.025"
"9180000","0.04"
"9240000","0.038"
"9300000","0.041"
"9360000","0.032"
"9420000","0.038"
"9480000","0.034"
"9540000","0.037"
"9600000","0.0356"
"9660000","0.045"
"9720000","0.046"
"9780000","0.037"
"9840000","0.036"
"9900000","0.047"
"9960000","0.04"
"10020000","0.035"
"10080000","0.037"
"10140000","0.043"
"10200000","0.035"
"10260000","0.033"
"10320000","0.024"
"10380000","0.037"
"10440000","0.034"
"10500000","0.04"
"10560000","0.034"
"10620000","0.035"
"10680000","0.034"
"10740000","0.044"
"10800000","0.04"
"10860000","0.038"
"10920000","0.041"
"10980000","0.047"
"11040000","0.05"
"11100000","0.0344"
"11160000","0.046"
"11220000","0.042"
"11280000","0.038"
"11340000","0.054"
"11400000","0.048"
"11460000","0.047"
"11520000","0.053"
"11580000","0.05"
"11640000","0.046"
"11700000","0.04"
"11760000","0.041"
"11820000","0.0464"
"11880000","0.055"
"11940000","0.055"
"12000000","0.04"
"12060000","0.048"
"12120000","0.06"
"12180000","0.041"
"12240000","0.045"
"12300000","0.042"
"12360000","0.054"
"12420000","0.0444"
"12480000","0.063"
"12540000","0.058"
"12600000","0.041"
"12660000","0.052"
"12720000","0.057"
"12780000","0.04"
"12840000","0.041"
"12900000","0.057"
"12960000","0.0384"
"13020000","0.044"
"13080000","0.046"
"13140000","0.048"
"13200000","0.0538"
"13260000","0.0508"
"13320000","0.063"
"13380000","0.056"
"13440000","0.059"
"13500000","0.062"
"13560000","0.067"
"13620000","0.053"
"13680000","0.056"
"13740000","0.073"
"13800000","0.069"
"13860000","0.055"
"13920000","0.063"
"13980000","0.064"
"14040000","0.072"
"14100000","0.0772"
"14160000","0.0664"
"14220000","0.084"
"14280000","0.07579999999999999"
"14340000","0.0728"
"14400000","0.07940000000000001"
"14460000","0.0732"
"14520000","0.0842"
"14580000","0.083"
"14640000","0.089"
"14700000","0.074"
"14760000","0.098"
"14820000","0.07379999999999999"
"14880000","0.09"
"14940000","0.0762"
"15000000","0.079"
"15060000","0.079"
"15120000","0.0902"
"15180000","0.0902"
"15240000","0.098"
"15300000","0.0852"
"15360000","0.106"
"15420000","0.1092"
"15480000","0.0996"
"15540000","0.0874"
"15600000","0.0964"
"15660000","0.0948"
"15720000","0.1114"
"15780000","0.0988"
"15840000","0.1054"
"15900000","0.10180000000000002"
"15960000","0.1114"
"16020000","0.098"
"16080000","0.0778"
"16140000","0.0934"
"16200000","0.0882"
"16260000","0.117"
"16320000","0.113"
"16380000","0.097"
"16440000","0.1012"
"16500000","0.1126"
"16560000","0.1156"
"16620000","0.1104"
"16680000","0.1188"
"16740000","0.12"
"16800000","0.129"
"16860000","0.1204"
"16920000","0.136"
"16980000","0.119"
"17040000","0.138"
"17100000","0.1156"
"17160000","0.1426"
"17220000","0.14"
"17280000","0.148"
"17340000","0.135"
"17400000","0.1406"
"17460000","0.1326"
"17520000","0.1232"
"17580000","0.151"
"17640000","0.15719999999999998"
"17700000","0.143"
"17760000","0.1556"
"17820000","0.1504"
"17880000","0.14859999999999998"
"17940000","0.1618"
"18000000","0.15960000000000002"
"18060000","0.1546"
"18120000","0.16340000000000002"
"18180000","0.16"
"18240000","0.1636"
"18300000","0.1806"
"18360000","0.17260000000000003"
"18420000","0.1758"
"18480000","0.16860000000000003"
"18540000","0.1776"
"18600000","0.1728"
"18660000","0.193"
"18720000","0.182"
"18780000","0.2004"
"18840000","0.1742"
"18900000","0.2026"
"18960000","0.2008"
"19020000","0.198"
"19080000","0.2154"
"19140000","0.2234"
"19200000","0.2186"
"19260000","0.20860000000000004"
"19320000","0.197"
"19380000","0.2162"
"19440000","0.2202"
"19500000","0.2186"
"19560000","0.2172"
"19620000","0.2082"
"19680000","0.2262"
"19740000","0.2112"
"19800000","0.208"
"19860000","0.241"
"19920000","0.2226"
"19980000","0.2392"
"20040000","0.225"
"20100000","0.2196"
"20160000","0.248"
"20220000","0.245"
"20280000","0.2534"
"20340000","0.242"
"20400000","0.2324"
"20460000","0.2464"
"20520000","0.267"
"20580000","0.2472"
"20640000","0.26239999999999997"
"20700000","0.2704"
"20760000","0.275"
"20820000","0.262"
"20880000","0.25839999999999996"
"20940000","0.284"
"21000000","0.27320000000000005"
"21060000","0.2776"
"21120000","0.293"
"21180000","0.2848"
"21240000","0.2716"
"21300000","0.289"
"21360000","0.26820000000000005"
"21420000","0.29719999999999996"
"21480000","0.2978"
"21540000","0.2856"
"21600000","0.30839999999999995"
"21660000","0.28679999999999994"
"21720000","0.2906"
"21780000","0.2834"
"21840000","0.29560000000000003"
"21900000","0.28440000000000004"
"21960000","0.2908"
"22020000","0.2888"
"22080000","0.29220000000000007"
"22140000","0.291"
"22200000","0.2904"
"22260000","0.30219999999999997"
"22320000","0.2886"
"22380000","0.2824"
"22440000","0.2938"
"22500000","0.31839999999999996"
"22560000","0.2926"
"22620000","0.2934"
"22680000","0.3171999999999999"
"22740000","0.3042"
"22800000","0.30019999999999997"
"22860000","0.3226"
"22920000","0.2964"
"22980000","0.3038"
"23040000","0.30419999999999997"
"23100000","0.332"
"23160000","0.3142"
"23220000","0.32680000000000003"
"23280000","0.32239999999999996"
"23340000","0.30319999999999997"
"23400000","0.3296"
"23460000","0.3168"
"23520000","0.3402"
"23580000","0.2984"
"23640000","0.31"
"23700000","0.3192"
"23760000","0.34020000000000006"
"23820000","0.30319999999999997"
"23880000","0.3238"
"23940000","0.3208"
"24000000","0.32080000000000003"
"24060000","0.31239999999999996"
"24120000","0.324"
"24180000","0.35520000000000007"
"24240000","0.3242"
"24300000","0.30579999999999996"
"24360000","0.332"
"24420000","0.33039999999999997"
"24480000","0.313"
"24540000","0.3388"
"24600000","0.3514"
"24660000","0.31720000000000004"
"24720000","0.3406"
"24780000","0.32439999999999997"
"24840000","0.32780000000000004"
"24900000","0.3298"
"24960000","0.3328"
"25020000","0.3184"
"25080000","0.3498"
"25140000","0.3366"
"25200000","0.30760000000000004"
"25260000","0.31520000000000004"
"25320000","0.3314"
"25380000","0.3522"
"25440000","0.328"
"25500000","0.3474"
"25560000","0.3388"
"25620000","0.3494"
"25680000","0.334"
"25740000","0.33479999999999993"
"25800000","0.3392"
"25860000","0.335"
"25920000","0.354"
"25980000","0.3434"
"26040000","0.3402"
"26100000","0.33279999999999993"
"26160000","0.34779999999999994"
"26220000","0.373"
"26280000","0.318"
"26340000","0.345"
"26400000","0.3508"
"26460000","0.348"
"26520000","0.3348"
"26580000","0.3486"
"26640000","0.3418"
"26700000","0.3554"
"26760000","0.353"
"26820000","0.3434"
"26880000","0.35760000000000003"
"26940000","0.3616"
"27000000","0.3546"
"27060000","0.3486"
"27120000","0.35279999999999995"
"27180000","0.33620000000000005"
"27240000","0.3448"
"27300000","0.35620000000000007"
"27360000","0.3618"
"27420000","0.3614"
"27480000","0.3638"
"27540000","0.3722"
"27600000","0.372"
"27660000","0.3664"
"27720000","0.35319999999999996"
"27780000","0.3518"
"27840000","0.3668"
"27900000","0.389"
"27960000","0.374"
"28020000","0.36140000000000005"
"28080000","0.362"
"28140000","0.382"
"28200000","0.3758"
"28260000","0.3554"
"28320000","0.34080000000000005"
"28380000","0.3586"
"28440000","0.3428"
"28500000","0.3612"
"28560000","0.3738"
"28620000","0.3278"
"28680000","0.35379999999999995"
"28740000","0.35819999999999996"
"28800000","0.337"
"28860000","0.3366"
"28920000","0.3456"
"28980000","0.3462"
"29040000","0.35540000000000005"
"29100000","0.32639999999999997"
"29160000","0.3468"
"29220000","0.34640000000000004"
"29280000","0.3614"
"29340000","0.3402"
"29400000","0.3736"
"29460000","0.35479999999999995"
"29520000","0.3506"
"29580000","0.3622"
"29640000","0.38"
"29700000","0.3414"
"29760000","0.3472"
"29820000","0.3664"
"29880000","0.3636"
"29940000","0.39479999999999993"
"30000000","0.3442"
"30060000","0.3632"
"30120000","0.3638"
"30180000","0.3826"
"30240000","0.3778"
"30300000","0.3754"
"30360000","0.3796000000000001"
"30420000","0.3738"
"30480000","0.3636"
"30540000","0.3934"
"30600000","0.3902"
"30660000","0.3636"
"30720000","0.3626"
"30780000","0.3848"
"30840000","0.398"
"30900000","0.3656"
"30960000","0.3578"
"31020000","0.3872"
"31080000","0.3892"
"31140000","0.3736"
"31200000","0.3924"
"31260000","0.3866"
"31320000","0.39879999999999993"
"31380000","0.39"
"31440000","0.3723999999999999"
"31500000","0.391"
"31560000","0.3728"
"31620000","0.3878"
"31680000","0.396"
"31740000","0.3944"
"31800000","0.3856"
"31860000","0.3954"
"31920000","0.3946"
"31980000","0.3984"
"32040000","0.3862"
"32100000","0.3956"
"32160000","0.3784"
"32220000","0.3752"
"32280000","0.3832"
"32340000","0.3748"
"32400000","0.3912"
"32460000","0.3894"
"32520000","0.3842"
"32580000","0.3916"
"32640000","0.3916"
"32700000","0.4106"
"32760000","0.4006"
"32820000","0.397"
"32880000","0.3956"
"32940000","0.388"
"33000000","0.379"
"33060000","0.3878"
"33120000","0.40720000000000006"
"33180000","0.4024"
"33240000","0.3964"
"33300000","0.3912"
"33360000","0.417"
"33420000","0.406"
"33480000","0.407"
"33540000","0.404"
"33600000","0.3862"
"33660000","0.3994"
"33720000","0.40320000000000006"
"33780000","0.4114"
"33840000","0.406"
"33900000","0.405"
"33960000","0.3906"
"34020000","0.3866"
"34080000","0.384"
"34140000","0.41320000000000007"
"34200000","0.411"
"34260000","0.393"
"34320000","0.425"
"34380000","0.3974"
"34440000","0.3756"
"34500000","0.3874"
"34560000","0.3611999999999999"
"34620000","0.377"
"34680000","0.35760000000000003"
"34740000","0.3808"
"34800000","0.3712"
"34860000","0.3733999999999999"
"34920000","0.3768"
"34980000","0.3892000000000001"
"35040000","0.3886"
"35100000","0.3756"
"35160000","0.4026"
"35220000","0.3898"
"35280000","0.3892"
"35340000","0.374"
"35400000","0.3924"
"35460000","0.3846"
"35520000","0.3852"
"35580000","0.3894"
"35640000","0.3952"
"35700000","0.4042"
"35760000","0.3722"
"35820000","0.40120000000000006"
"35880000","0.412"
"35940000","0.381"
"36000000","0.3784"
"36060000","0.3778"
"36120000","0.3898"
"36180000","0.372"
"36240000","0.4"
"36300000","0.3804"
"36360000","0.409"
"36420000","0.3934"
"36480000","0.3916"
"36540000","0.3882"
"36600000","0.4048"
"36660000","0.3912"
"36720000","0.3998"
"36780000","0.3848"
"36840000","0.4132"
"36900000","0.3894"
"36960000","0.3912000000000001"
"37020000","0.4042"
"37080000","0.4044"
"37140000","0.394"
"37200000","0.388"
"37260000","0.3928"
"37320000","0.4236"
"37380000","0.406"
"37440000","0.41279999999999994"
"37500000","0.4002"
"37560000","0.3934"
"37620000","0.4214"
"37680000","0.41720000000000007"
"37740000","0.4238"
"37800000","0.4086"
"37860000","0.42540000000000006"
"37920000","0.3922"
"37980000","0.3954"
"38040000","0.4114"
"38100000","0.4126"
"38160000","0.408"
"38220000","0.417"
"38280000","0.3858"
"38340000","0.425"
"38400000","0.414"
"38460000","0.4174"
"38520000","0.4388"
"38580000","0.418"
"38640000","0.4234"
"38700000","0.4136"
"38760000","0.3982"
"38820000","0.417"
"38880000","0.417"
"38940000","0.4192000000000001"
"39000000","0.4406000000000001"
"39060000","0.4092"
"39120000","0.422"
"39180000","0.4298"
"39240000","0.4362"
"39300000","0.4292"
"39360000","0.40020000000000006"
"39420000","0.394"
"39480000","0.4148"
"39540000","0.4024"
"39600000","0.4132"
"39660000","0.4202"
"39720000","0.415"
"39780000","0.4134"
"39840000","0.4313999999999999"
"39900000","0.4192"
"39960000","0.433"
"40020000","0.4198"
"40080000","0.4254"
"40140000","0.4216"
"40200000","0.4116"
"40260000","0.4092"
"40320000","0.4302"
"40380000","0.4156"
"40440000","0.4264"
"40500000","0.4046"
"40560000","0.4348"
"40620000","0.4252"
"40680000","0.42"
"40740000","0.4214"
"40800000","0.4323999999999999"
"40860000","0.408"
"40920000","0.4104"
"40980000","0.423"
"41040000","0.4224"
"41100000","0.4204"
"41160000","0.4512"
"41220000","0.4368"
"41280000","0.4436000000000001"
"41340000","0.411"
"41400000","0.4376"
"41460000","0.4222"
"41520000","0.412"
"41580000","0.401"
"41640000","0.41579999999999995"
"41700000","0.4208"
"41760000","0.4302"
"41820000","0.4313999999999999"
"41880000","0.4298"
"41940000","0.438"
"42000000","0.4156"
"42060000","0.4282"
"42120000","0.4306"
"42180000","0.4416000000000001"
"42240000","0.438"
"42300000","0.4246"
"42360000","0.4522000000000001"
"42420000","0.419"
"42480000","0.418"
"42540000","0.4332"
"42600000","0.431"
"42660000","0.4228"
"42720000","0.4474"
"42780000","0.4468"
"42840000","0.4422"
"42900000","0.4358"
"42960000","0.4248"
"43020000","0.4376"
"43080000","0.429"
"43140000","0.4328"
"43200000","0.46579999999999994"
"43260000","0.44"
"43320000","0.424"
"43380000","0.437"
"43440000","0.4343999999999999"
"43500000","0.4304"
"43560000","0.4458"
"43620000","0.4278"
"43680000","0.435"
"43740000","0.4488"
"43800000","0.4556"
"43860000","0.4376"
"43920000","0.434"
"43980000","0.447"
"44040000","0.4418000000000001"
"44100000","0.4488"
"44160000","0.4506"
"44220000","0.4432"
"44280000","0.4488"
"44340000","0.4552"
"44400000","0.427"
"44460000","0.4372"
"44520000","0.4386000000000001"
"44580000","0.4376"
"44640000","0.4386000000000001"
"44700000","0.4522"
"44760000","0.465"
"44820000","0.438"
"44880000","0.454"
"44940000","0.4778"
"45000000","0.4582"
"45060000","0.454"
"45120000","0.4646"
"45180000","0.444"
"45240000","0.4333999999999999"
"45300000","0.447"
"45360000","0.445"
"45420000","0.4588"
"45480000","0.4464"
"45540000","0.4664"
"45600000","0.4323999999999999"
"45660000","0.46779999999999994"
"45720000","0.471"
"45780000","0.4672"
"45840000","0.456"
"45900000","0.4542000000000001"
"45960000","0.4616"
"46020000","0.4438"
"46080000","0.4636"
"46140000","0.4572"
"46200000","0.46"
"46260000","0.4646"
"46320000","0.4584"
"46380000","0.451"
"46440000","0.4432"
"46500000","0.4476"
"46560000","0.4574"
"46620000","0.46420000000000006"
"46680000","0.4478"
"46740000","0.47"
"46800000","0.445"
"46860000","0.4584"
"46920000","0.4322"
"46980000","0.468"
"47040000","0.4552"
"47100000","0.4688"
"47160000","0.4686"
"47220000","0.4576"
"47280000","0.4502"
"47340000","0.4616"
"47400000","0.4504"
"47460000","0.4608"
"47520000","0.4546"
"47580000","0.4768"
"47640000","0.4618"
"47700000","0.4626"
"47760000","0.4568"
"47820000","0.46379999999999993"
"47880000","0.4586"
"47940000","0.4574"
"48000000","0.4636"
"48060000","0.4664"
"48120000","0.464"
"48180000","0.46120000000000005"
"48240000","0.4756"
"48300000","0.4596"
"48360000","0.4624"
"48420000","0.46179999999999993"
"48480000","0.467"
"48540000","0.4594"
"48600000","0.4792"
"48660000","0.4746"
"48720000","0.46920000000000006"
"48780000","0.4808"
"48840000","0.46279999999999993"
"48900000","0.4792"
"48960000","0.4857999999999999"
"49020000","0.4706"
"49080000","0.4626"
"49140000","0.4622"
"49200000","0.4778"
"49260000","0.46620000000000006"
"49320000","0.4664"
"49380000","0.4574"
"49440000","0.4826"
"49500000","0.47620000000000007"
"49560000","0.482"
"49620000","0.47779999999999995"
"49680000","0.4576"
"49740000","0.4722"
"49800000","0.4784"
"49860000","0.4837999999999999"
"49920000","0.47320000000000007"
"49980000","0.4854"
"50040000","0.4817999999999999"
"50100000","0.4794"
"50160000","0.4588"
"50220000","0.4514"
"50280000","0.4832"
"50340000","0.4776"
"50400000","0.47379999999999994"
"50460000","0.46220000000000006"
"50520000","0.4876"
"50580000","0.4787999999999999"
"50640000","0.4718"
"50700000","0.475"
"50760000","0.5012"
"50820000","0.4794000000000001"
"50880000","0.4758"
"50940000","0.4668"
"51000000","0.4632"
"51060000","0.48"
"51120000","0.46620000000000006"
"51180000","0.473"
"51240000","0.4588"
"51300000","0.482"
"51360000","0.4837999999999999"
"51420000","0.4876"
"51480000","0.4676"
"51540000","0.47820000000000007"
"51600000","0.4892"
"51660000","0.466"
"51720000","0.47579999999999995"
"51780000","0.4824"
"51840000","0.47179999999999994"
"51900000","0.4738"
"51960000","0.467"
"52020000","0.4808"
"52080000","0.4736"
"52140000","0.4616"
"52200000","0.4847999999999999"
"52260000","0.4632"
"52320000","0.476"
"52380000","0.4728"
"52440000","0.4824"
"52500000","0.4642"
"52560000","0.4924"
"52620000","0.4742"
"52680000","0.47120000000000006"
"52740000","0.4744"
"52800000","0.474"
"52860000","0.4808"
"52920000","0.4754"
"52980000","0.46720000000000006"
"53040000","0.4728"
"53100000","0.483"
"53160000","0.4768"
"53220000","0.46179999999999993"
"53280000","0.481"
"53340000","0.4838"
"53400000","0.4762"
"53460000","0.4714"
"53520000","0.4574"
"53580000","0.4736"
"53640000","0.4846"
"53700000","0.4822000000000001"
"53760000","0.478"
"53820000","0.475"
"53880000","0.47279999999999994"
"53940000","0.48"
"54000000","0.4766"
"54060000","0.4862"
"54120000","0.4564"
"54180000","0.485"
"54240000","0.4712"
"54300000","0.5044"
"54360000","0.4614"
"54420000","0.4742"
"54480000","0.4963999999999999"
"54540000","0.4844"
"54600000","0.502"
"54660000","0.4922"
"54720000","0.4874"
"54780000","0.4754"
"54840000","0.4878"
"54900000","0.4778"
"54960000","0.467"
"55020000","0.4804"
"55080000","0.4874"
"55140000","0.4892"
"55200000","0.473"
"55260000","0.4827999999999999"
"55320000","0.4933999999999999"
"55380000","0.487"
"55440000","0.4778"
"55500000","0.503"
"55560000","0.4956"
"55620000","0.477"
"55680000","0.4898"
"55740000","0.4842"
"55800000","0.489"
"55860000","0.4878"
"55920000","0.4896"
"55980000","0.4892"
"56040000","0.4786"
"56100000","0.4828"
"56160000","0.4728"
"56220000","0.4772"
"56280000","0.482"
"56340000","0.48840000000000006"
"56400000","0.487"
"56460000","0.4948"
"56520000","0.4854"
"56580000","0.4958"
"56640000","0.4852"
"56700000","0.4976"
"56760000","0.49"
"56820000","0.473"
"56880000","0.4876"
"56940000","0.488"
"57000000","0.464"
"57060000","0.46279999999999993"
"57120000","0.476"
"57180000","0.4652"
"57240000","0.4634"
"57300000","0.4594"
"57360000","0.4464"
"57420000","0.4652"
"57480000","0.474"
"57540000","0.458"
"57600000","0.4412"
"57660000","0.4242"
"57720000","0.4454"
"57780000","0.4362"
"57840000","0.4323999999999999"
"57900000","0.4343999999999999"
"57960000","0.441"
"58020000","0.4448"
"58080000","0.4378"
"58140000","0.4454"
"58200000","0.434"
"58260000","0.4472"
"58320000","0.4402"
"58380000","0.4474"
"58440000","0.4456"
"58500000","0.449"
"58560000","0.4482"
"58620000","0.4706"
"58680000","0.456"
"58740000","0.441"
"58800000","0.4634"
"58860000","0.4494"
"58920000","0.4566"
"58980000","0.449"
"59040000","0.4514"
"59100000","0.4618"
"59160000","0.4472"
"59220000","0.4568"
"59280000","0.4568"
"59340000","0.454"
"59400000","0.4478"
"59460000","0.4532000000000001"
"59520000","0.46"
"59580000","0.45979999999999993"
"59640000","0.4596"
"59700000","0.452"
"59760000","0.451"
"59820000","0.46520000000000006"
"59880000","0.454"
"59940000","0.4522000000000001"
"60000000","0.4486"
"60060000","0.466"
"60120000","0.4642"
"60180000","0.461"
"60240000","0.4576"
"60300000","0.4424"
"60360000","0.4646"
"60420000","0.4832"
"60480000","0.4716"
"60540000","0.483"
"60600000","0.49"
"60660000","0.4834"
"60720000","0.4986"
"60780000","0.4844"
"60840000","0.4914"
"60900000","0.4871999999999999"
"60960000","0.474"
"61020000","0.4782"
"61080000","0.4818"
"61140000","0.486"
"61200000","0.4762"
"61260000","0.494"
"61320000","0.4796"
"61380000","0.4918"
"61440000","0.4848"
"61500000","0.5088"
"61560000","0.4856"
"61620000","0.486"
"61680000","0.4798"
"61740000","0.4847999999999999"
"61800000","0.4858"
"61860000","0.4983999999999999"
"61920000","0.4778"
"61980000","0.508"
"62040000","0.508"
"62100000","0.484"
"62160000","0.4852"
"62220000","0.465"
"62280000","0.4963999999999999"
"62340000","0.4812"
"62400000","0.476"
"62460000","0.4936"
"62520000","0.4978"
"62580000","0.508"
"62640000","0.4932"
"62700000","0.5005999999999999"
"62760000","0.4996"
"62820000","0.4832"
"62880000","0.48840000000000006"
"62940000","0.4834"
"63000000","0.5024"
"63060000","0.4878"
"63120000","0.4902"
"63180000","0.4963999999999999"
"63240000","0.4782"
"63300000","0.4912"
"63360000","0.5076"
"63420000","0.4978"
"63480000","0.5122000000000001"
"63540000","0.487"
"63600000","0.5064"
"63660000","0.4704"
"63720000","0.4914"
"63780000","0.4992"
"63840000","0.5032000000000001"
"63900000","0.498"
"63960000","0.4902"
"64020000","0.5075999999999999"
"64080000","0.4736"
"64140000","0.4874"
"64200000","0.488"
"64260000","0.4926"
"64320000","0.5062000000000001"
"64380000","0.5108"
"64440000","0.4973999999999999"
"64500000","0.5096"
"64560000","0.499"
"64620000","0.4978"
"64680000","0.491"
"64740000","0.4958"
"64800000","0.4982"
"64860000","0.5014"
"64920000","0.5016"
"64980000","0.5102"
"65040000","0.5108"
"65100000","0.4994"
"65160000","0.5026"
"65220000","0.499"
"65280000","0.4924"
"65340000","0.5018"
"65400000","0.49440000000000006"
"65460000","0.4844"
"65520000","0.4766"
"65580000","0.5084"
"65640000","0.4996"
"65700000","0.5036"
"65760000","0.5098"
"65820000","0.5046"
"65880000","0.507"
"65940000","0.4908"
"66000000","0.5162"
"66060000","0.4984"
"66120000","0.4918"
"66180000","0.4982"
"66240000","0.5067999999999999"
"66300000","0.5084"
"66360000","0.518"
"66420000","0.5088"
"66480000","0.5059999999999999"
"66540000","0.5092"
"66600000","0.5105999999999999"
"66660000","0.5094000000000001"
"66720000","0.5058"
"66780000","0.5132000000000001"
"66840000","0.5136000000000001"
"66900000","0.4882"
"66960000","0.527"
"67020000","0.5232"
"67080000","0.5274"
"67140000","0.5302"
"67200000","0.5184"
"67260000","0.5018"
"67320000","0.5217999999999999"
"67380000","0.5147999999999999"
"67440000","0.519"
"67500000","0.5166000000000001"
"67560000","0.5017999999999999"
"67620000","0.5404"
"67680000","0.5106"
"67740000","0.5306000000000001"
"67800000","0.5362"
"67860000","0.5237999999999999"
"67920000","0.5297999999999999"
"67980000","0.5146000000000001"
"68040000","0.5342"
"68100000","0.5197999999999999"
"68160000","0.515"
"68220000","0.499"
"68280000","0.5337999999999999"
"68340000","0.5144"
"68400000","0.5177999999999999"
"68460000","0.5382"
"68520000","0.5094"
"68580000","0.5267999999999999"
"68640000","0.505"
"68700000","0.5267999999999999"
"68760000","0.5304"
"68820000","0.509"
"68880000","0.5422"
"68940000","0.534"
"69000000","0.5187999999999999"
"69060000","0.5206000000000001"
"69120000","0.5294000000000001"
"69180000","0.5227999999999999"
"69240000","0.5232"
"69300000","0.53"
"69360000","0.513"
"69420000","0.5192"
"69480000","0.5181999999999999"
"69540000","0.508"
"69600000","0.528"
"69660000","0.5232"
"69720000","0.526"
"69780000","0.5404"
"69840000","0.529"
"69900000","0.5446000000000001"
"69960000","0.5164"
"70020000","0.5254"
"70080000","0.5102000000000001"
"70140000","0.5442"
"70200000","0.5286000000000001"
"70260000","0.5426"
"70320000","0.5106"
"70380000","0.524"
"70440000","0.5257999999999999"
"70500000","0.5157999999999999"
"70560000","0.5216000000000001"
"70620000","0.5156"
"70680000","0.5324"
"70740000","0.5264000000000001"
"70800000","0.524"
"70860000","0.5354000000000001"
"70920000","0.5206"
"70980000","0.5435999999999999"
"71040000","0.5254000000000001"
"71100000","0.5354000000000001"
"71160000","0.5217999999999999"
"71220000","0.5257999999999999"
"71280000","0.5191999999999999"
"71340000","0.5294000000000001"
"71400000","0.525"
"71460000","0.5512"
"71520000","0.5347999999999999"
"71580000","0.5304000000000001"
"71640000","0.5334000000000001"
"71700000","0.5388"
"71760000","0.5264000000000001"
"71820000","0.5294"
"71880000","0.5394"
"71940000","0.536"
"72000000","0.5394000000000001"
"72060000","0.5422"
"72120000","0.5337999999999999"
"72180000","0.5404"
"72240000","0.527"
"72300000","0.5455999999999999"
"72360000","0.5458000000000001"
"72420000","0.5342"
"72480000","0.5415999999999999"
"72540000","0.5434"
"72600000","0.5391999999999999"
"72660000","0.549"
"72720000","0.5438"
"72780000","0.5226"
"72840000","0.5324"
"72900000","0.5344"
"72960000","0.5347999999999999"
"73020000","0.5418"
"73080000","0.5414"
"73140000","0.5274000000000001"
"73200000","0.5516"
"73260000","0.5182"
"73320000","0.5357999999999999"
"73380000","0.5224000000000001"
"73440000","0.5276000000000001"
"73500000","0.5452"
"73560000","0.5247999999999999"
"73620000","0.5294000000000001"
"73680000","0.5395999999999999"
"73740000","0.5292"
"73800000","0.5406"
"73860000","0.5214000000000001"
"73920000","0.5438000000000001"
"73980000","0.5334000000000001"
