"Step","mix2n4_samebatch_again_seed3 - 4cover_rate"
"50961960","0.7847000000000001"
"51231600","0.8008"
"51501240","0.7975"
"51770880","0.8004"
"52040520","0.7853"
"52310160","0.7707"
"52579800","0.7761"
"52849440","0.7929"
"53119080","0.8012999999999999"
"53388720","0.7797000000000001"
"53658360","0.7943000000000001"
"53928000","0.7982"
"54197640","0.7903"
"54467280","0.7888"
"54736920","0.7902"
"55006560","0.7982"
"55276200","0.7729"
"55545840","0.7767000000000001"
"55815480","0.7832"
"56085120","0.8030999999999999"
"56354760","0.7676000000000001"
"56624400","0.7888"
"56894040","0.7858999999999999"
"57163680","0.7907"
"57433320","0.7739000000000001"
"57702960","0.7782"
"57972600","0.7783"
"58242240","0.7895"
"58511880","0.7935"
"58781520","0.7753000000000001"
"59051160","0.7983000000000001"
"59320800","0.7846"
"59590440","0.7982"
"59860080","0.8087"
"60129720","0.7988"
"60399360","0.8047000000000001"
"60669000","0.8014000000000001"
"60938640","0.8135999999999999"
"61208280","0.8057000000000001"
"61477920","0.8067"
"61747560","0.7863"
"62017200","0.7968999999999999"
"62286840","0.8028"
"62556480","0.8135999999999999"
"62826120","0.8031"
"63095760","0.7867999999999999"
"63365400","0.7937000000000001"
"63635040","0.7875999999999999"
"63904680","0.7988000000000001"
"64174320","0.7908"
"64443960","0.8005999999999999"
"64713600","0.8137"
"64983240","0.7905"
"65252880","0.8122999999999999"
"65522520","0.7951999999999999"
"65792160","0.8034000000000001"
"66061800","0.7957000000000001"
"66331440","0.7932"
"66601080","0.8010999999999999"
"66870720","0.8042"
"67140360","0.8092"
"67410000","0.8032"
"67679640","0.8064"
"67949280","0.8039"
"68218920","0.7933"
"68488560","0.8014"
"68758200","0.7843"
"69027840","0.7997000000000001"
"69297480","0.7905"
"69567120","0.786"
"69836760","0.8085999999999999"
"70106400","0.8182"
"70376040","0.8109"
"70645680","0.8134"
"70915320","0.819"
"71184960","0.8212"
"71454600","0.8241"
"71724240","0.829"
"71993880","0.8089000000000001"
"72263520","0.8056"
"72533160","0.8112"
"72802800","0.8177000000000001"
"73072440","0.8161"
"73342080","0.808"
"73611720","0.8095"
"73881360","0.8134000000000001"
"74151000","0.8312999999999999"
"74420640","0.8134"
"74690280","0.8165"
"74959920","0.8005"
"75229560","0.7971"
"75499200","0.8149"
"75768840","0.8206"
"76038480","0.8098"
"76308120","0.8134000000000001"
"76577760","0.8162999999999999"
"76847400","0.837"
"77117040","0.82"
"77386680","0.8332"
"77656320","0.8341000000000001"
"77925960","0.8241"
"78195600","0.8295999999999999"
"78465240","0.8392000000000001"
"78734880","0.8212999999999999"
"79004520","0.8308000000000001"
"79274160","0.8114"
"79543800","0.8408"
"79813440","0.8240999999999999"
"80083080","0.8265"
"80352720","0.8387"
"80622360","0.8362"
"80892000","0.8304"
"81161640","0.8062"
"81431280","0.825"
"81700920","0.8254000000000001"
"81970560","0.8245"
"82240200","0.8185"
"82509840","0.8411000000000001"
"82779480","0.8302"
"83049120","0.8348"
"83318760","0.8371999999999999"
"83588400","0.8469"
"83858040","0.8374000000000001"
"84127680","0.825"
"84397320","0.8255999999999999"
"84666960","0.8441000000000001"
"84936600","0.8272"
"85206240","0.8219000000000001"
"85475880","0.8151999999999999"
"85745520","0.8257000000000001"
"86015160","0.8225"
"86284800","0.8291999999999999"
"86554440","0.8162999999999999"
"86824080","0.8308"
"87093720","0.8221"
"87363360","0.8095999999999999"
"87633000","0.8262999999999999"
"87902640","0.8252"
"88172280","0.8365"
"88441920","0.8436999999999999"
"88711560","0.8467"
"88981200","0.843"
"89250840","0.8442000000000001"
"89520480","0.8322"
"89790120","0.8119"
"90059760","0.8199"
"90329400","0.8222"
"90599040","0.8137000000000001"
"90868680","0.8277"
"91138320","0.8278"
"91407960","0.8486"
"91677600","0.8594"
"91947240","0.8372"
"92216880","0.8328"
"92486520","0.8345"
"92756160","0.8322"
"93025800","0.8339"
"93295440","0.8202999999999999"
"93565080","0.8284"
"93834720","0.8446"
"94104360","0.84"
"94374000","0.8572000000000001"
"94643640","0.8452999999999999"
"94913280","0.8573"
"95182920","0.8553999999999999"
"95452560","0.8342999999999999"
"95722200","0.8489"
"95991840","0.8357"
"96261480","0.8557"
"96531120","0.8543"
"96800760","0.8623"
"97070400","0.8633000000000001"
"97340040","0.851"
"97609680","0.8593999999999999"
"97879320","0.8633000000000001"
"98148960","0.8542000000000001"
"98418600","0.8515"
"98688240","0.8469"
"98957880","0.8544"
"99227520","0.8664000000000001"
"99497160","0.8737999999999999"
"99766800","0.8776"
"100036440","0.8772000000000001"
"100306080","0.8645"
"100575720","0.8621"
"100845360","0.8649"
"101115000","0.8819000000000001"
"101384640","0.8786"
"101654280","0.8701"
"101923920","0.8493999999999999"
"102193560","0.8524"
"102463200","0.8471000000000001"
"102732840","0.8428"
"103002480","0.8449000000000001"
"103272120","0.861"
"103541760","0.8619000000000001"
"103811400","0.8488000000000001"
"104081040","0.8545"
"104350680","0.8546"
"104620320","0.8550999999999999"
"104889960","0.8609000000000001"
"105159600","0.8714"
"105429240","0.8783000000000001"
"105698880","0.8752"
"105968520","0.8743"
"106238160","0.8516"
"106507800","0.8629"
"106777440","0.8634000000000001"
"107047080","0.8532000000000001"
"107316720","0.8579"
"107586360","0.8513999999999999"
"107856000","0.8706"
"108125640","0.8620999999999999"
"108395280","0.8566"
"108664920","0.8626"
"108934560","0.8451"
"109204200","0.8501000000000001"
"109473840","0.8491000000000001"
"109743480","0.848"
"110013120","0.8697999999999999"
"110282760","0.8724000000000001"
"110552400","0.8803"
"110822040","0.8686"
"111091680","0.87"
"111361320","0.8629"
"111630960","0.8714"
"111900600","0.8734"
"112170240","0.8605"
"112439880","0.8742000000000001"
"112709520","0.8782000000000001"
"112979160","0.8705"
"113248800","0.8676999999999999"
"113518440","0.8717"
"113788080","0.8805"
"114057720","0.8846000000000002"
"114327360","0.8734"
"114597000","0.8820999999999999"
"114866640","0.8834"
"115136280","0.8872000000000001"
"115405920","0.8810999999999999"
"115675560","0.8937"
"115945200","0.8853000000000001"
"116214840","0.8814"
"116484480","0.8730999999999999"
"116754120","0.8827"
"117023760","0.8747999999999999"
"117293400","0.8480999999999999"
"117563040","0.8519"
"117832680","0.869"
"118102320","0.8697"
"118371960","0.8901"
"118641600","0.8771"
"118911240","0.8795"
"119180880","0.9016"
"119450520","0.8827999999999999"
"119720160","0.8985"
"119989800","0.8757999999999999"
"120259440","0.9039"
"120529080","0.8997"
"120798720","0.8852000000000001"
"121068360","0.8982"
"121338000","0.8934"
"121607640","0.8835"
"121877280","0.8862000000000001"
"122146920","0.8987"
"122416560","0.8966000000000001"
"122686200","0.9001"
"122955840","0.896"
"123225480","0.9013"
"123495120","0.9007000000000001"
"123764760","0.8945"
"124034400","0.8935"
"124304040","0.8777"
"124573680","0.8799"
"124843320","0.8743"
"125112960","0.8707999999999999"
"125382600","0.8676"
"125652240","0.8977999999999999"
"125921880","0.8916"
"126191520","0.8837999999999999"
"126461160","0.9028"
"126730800","0.8864"
"127000440","0.8972"
"127270080","0.8873"
"127539720","0.8929000000000001"
"127809360","0.8873"
"128079000","0.8784000000000001"
"128348640","0.8765999999999999"
"128618280","0.8892"
"128887920","0.8706"
"129157560","0.8748"
"129427200","0.9032"
"129696840","0.8857"
"129966480","0.8913"
"130236120","0.9019"
"130505760","0.8917999999999999"
"130775400","0.8815"
"131045040","0.9022"
"131314680","0.9061"
"131584320","0.9005"
"131853960","0.9156"
"132123600","0.9048"
"132393240","0.9123"
"132662880","0.9085"
"132932520","0.9187"
"133202160","0.9127"
"133471800","0.9069"
"133741440","0.9081"
"134011080","0.9016"
"134280720","0.9105"
"134550360","0.914"
"134820000","0.8935"
"135089640","0.9171"
"135359280","0.8934"
"135628920","0.8944"
"135898560","0.9045"
"136168200","0.9017"
"136437840","0.8913"
"136707480","0.8993"
"136977120","0.9046"
"137246760","0.9025"
"137516400","0.8979000000000001"
"137786040","0.8914"
"138055680","0.8916000000000001"
"138325320","0.9168"
"138594960","0.9074"
"138864600","0.8957"
"139134240","0.9055"
"139403880","0.8979"
"139673520","0.906"
"139943160","0.8946"
"140212800","0.9031"
"140482440","0.9164"
"140752080","0.9182"
"141021720","0.9236"
"141291360","0.9139"
"141561000","0.9097"
"141830640","0.9098"
"142100280","0.9176"
"142369920","0.9222"
"142639560","0.9167"
"142909200","0.919"
"143178840","0.9186"
"143448480","0.9245"
"143718120","0.9287"
"143987760","0.9209"
"144257400","0.9205"
"144527040","0.9221"
"144796680","0.9202"
"145066320","0.9103"
"145335960","0.9131"
"145605600","0.9187"
"145875240","0.9152"
"146144880","0.9113"
"146414520","0.9167"
"146684160","0.9197"
"146953800","0.9224"
"147223440","0.9269"
"147493080","0.9188"
"147762720","0.9205"
"148032360","0.9163"
"148302000","0.9276"
"148571640","0.9128"
"148841280","0.9109"
"149110920","0.9133"
"149380560","0.9288"
"149650200","0.927"
"149919840","0.9076"
"150189480","0.8975"
"150459120","0.9192"
"150728760","0.9088"
"150998400","0.9019"
"151268040","0.9144"
"151537680","0.9065"
"151807320","0.9102"
"152076960","0.9207"
"152346600","0.9234"
"152616240","0.9229"
"152885880","0.9183"
"153155520","0.9074"
"153425160","0.9168"
"153694800","0.9303"
"153964440","0.9098"
"154234080","0.9218"
"154503720","0.9147"
"154773360","0.924"
"155043000","0.9194"
"155312640","0.9291"
"155582280","0.9228"
"155851920","0.9155"
"156121560","0.9273"
"156391200","0.915"
"156660840","0.9035"
"156930480","0.9053"
"157200120","0.915"
"157469760","0.9275"
"157739400","0.9129"
"158009040","0.9267"
"158278680","0.9361"
"158548320","0.9205"
"158817960","0.9327"
"159087600","0.9289"
"159357240","0.921"
"159626880","0.9289"
"159896520","0.9173"
"160166160","0.9377"
"160435800","0.9216"
"160705440","0.9235"
"160975080","0.9171"
"161244720","0.9299"
"161514360","0.923"
"161784000","0.9193"
"162053640","0.9252"
"162323280","0.9354"
"162592920","0.9235"
"162862560","0.9168"
"163132200","0.9277"
"163401840","0.9346"
"163671480","0.9403"
"163941120","0.9398"
"164210760","0.9383"
"164480400","0.9347"
"164750040","0.9322"
"165019680","0.9255"
"165289320","0.934"
"165558960","0.9417"
"165828600","0.928"
"166098240","0.9286"
"166367880","0.9199"
"166637520","0.9403"
"166907160","0.9271"
"167176800","0.9236"
"167446440","0.9279"
"167716080","0.9255"
"167985720","0.9262"
"168255360","0.9286"
"168525000","0.9244"
"168794640","0.9146"
"169064280","0.9207"
"169333920","0.9251"
"169603560","0.9233"
"169873200","0.9244"
"170142840","0.9179"
"170412480","0.9278"
"170682120","0.9296"
"170951760","0.9347"
"171221400","0.9253"
"171491040","0.9358"
"171760680","0.9349"
"172030320","0.9396"
"172299960","0.9441"
"172569600","0.9365"
"172839240","0.9346"
"173108880","0.9342"
"173378520","0.9235"
"173648160","0.9379"
"173917800","0.9122"
"174187440","0.9331"
"174457080","0.9298"
"174726720","0.9365"
"174996360","0.9343"
"175266000","0.9472"
"175535640","0.9311"
"175805280","0.9293"
"176074920","0.941"
"176344560","0.932"
"176614200","0.9338"
"176883840","0.9309"
"177153480","0.9334"
"177423120","0.9355"
"177692760","0.9335"
"177962400","0.9314"
"178232040","0.9262"
"178501680","0.9306"
"178771320","0.9404"
"179040960","0.9368"
"179310600","0.937"
"179580240","0.9351"
"179849880","0.9341"
"180119520","0.9298"
"180389160","0.9417"
"180658800","0.9421"
"180928440","0.9399"
"181198080","0.9398"
"181467720","0.9333"
"181737360","0.9125"
"182007000","0.9381"
"182276640","0.9443"
"182546280","0.949"
"182815920","0.9488"
"183085560","0.9399"
"183355200","0.9418"
"183624840","0.9468"
"183894480","0.9528"
"184164120","0.9431"
"184433760","0.9354"
"184703400","0.9496"
"184973040","0.9508"
"185242680","0.9429"
"185512320","0.9478"
"185781960","0.9413"
"186051600","0.9483"
"186321240","0.9418"
"186590880","0.9317"
"186860520","0.9389"
"187130160","0.938"
"187399800","0.9371"
"187669440","0.9538"
"187939080","0.9368"
"188208720","0.932"
"188478360","0.9359"
"188748000","0.9371"
"189017640","0.9411"
"189287280","0.9408"
"189556920","0.9341"
"189826560","0.9385"
"190096200","0.934"
"190365840","0.941"
"190635480","0.9399"
"190905120","0.9314"
"191174760","0.9366"
"191444400","0.9465"
"191714040","0.9464"
"191983680","0.937"
"192253320","0.9367"
"192522960","0.9303"
"192792600","0.9325"
"193062240","0.9346"
"193331880","0.926"
"193601520","0.9245"
"193871160","0.9295"
"194140800","0.9394"
"194410440","0.955"
"194680080","0.945"
"194949720","0.9456"
"195219360","0.9434"
"195489000","0.9529"
"195758640","0.9403"
"196028280","0.9432"
"196297920","0.9428"
"196567560","0.9449"
"196837200","0.9435"
"197106840","0.9502"
"197376480","0.9513"
"197646120","0.9534"
"197915760","0.9443"
"198185400","0.9419"
"198455040","0.9584"
"198724680","0.9522"
"198994320","0.9544"
"199263960","0.9469"
"199533600","0.9403"
"199803240","0.9434"
"200072880","0.9459"
"200342520","0.9516"
"200612160","0.9606"
"200881800","0.9521"
"201151440","0.9404"
"201421080","0.9475"
"201690720","0.9479"
"201960360","0.9563"
"202230000","0.9528"
"202499640","0.9564"
"202769280","0.9376"
"203038920","0.9333"
"203308560","0.9441"
"203578200","0.9356"
"203847840","0.946"
"204117480","0.943"
"204387120","0.9531"
"204656760","0.9405"
"204926400","0.9583"
"205196040","0.9529"
"205465680","0.9518"
"205735320","0.9452"
"206004960","0.9498"
"206274600","0.9489"
"206544240","0.944"
"206813880","0.9337"
"207083520","0.9336"
"207353160","0.9498"
"207622800","0.9466"
"207892440","0.9493"
"208162080","0.9465"
"208431720","0.9541"
"208701360","0.9455"
"208971000","0.9519"
"209240640","0.9464"
"209510280","0.9583"
"209779920","0.9585"
"210049560","0.9542"
"210319200","0.9423"
"210588840","0.9553"
"210858480","0.9461"
"211128120","0.9495"
"211397760","0.9389"
"211667400","0.9436"
"211937040","0.9395"
"212206680","0.9405"
"212476320","0.9457"
"212745960","0.9473"
"213015600","0.9308"
"213285240","0.9285"
"213554880","0.9473"
"213824520","0.9535"
"214094160","0.9528"
"214363800","0.9401"
"214633440","0.9529"
"214903080","0.9526"
"215172720","0.9574"
"215442360","0.9569"
"215712000","0.9481"
"215981640","0.96"
"216251280","0.9562"
"216520920","0.9538"
"216790560","0.9521"
"217060200","0.9647"
"217329840","0.9502"
"217599480","0.9565"
"217869120","0.9586"
"218138760","0.9593"
"218408400","0.9606"
"218678040","0.9569"
"218947680","0.9646"
"219217320","0.9491"
"219486960","0.9625"
"219756600","0.9582"
"220026240","0.9547"
"220295880","0.9521"
"220565520","0.97"
"220835160","0.9656"
"221104800","0.9418"
"221374440","0.9474"
"221644080","0.9567"
"221913720","0.9559"
"222183360","0.9582"
"222453000","0.9593"
"222722640","0.9611"
"222992280","0.9562"
"223261920","0.9575"
"223531560","0.9613"
"223801200","0.9561"
"224070840","0.9637"
"224340480","0.9602"
"224610120","0.9536"
"224879760","0.9632"
"225149400","0.9561"
"225419040","0.9615"
"225688680","0.9605"
"225958320","0.9531"
"226227960","0.9605"
"226497600","0.956"
"226767240","0.9628"
"227036880","0.9552"
"227306520","0.9519"
"227576160","0.9654"
"227845800","0.9591"
"228115440","0.9634"
"228385080","0.9576"
"228654720","0.956"
"228924360","0.953"
"229194000","0.9625"
"229463640","0.953"
"229733280","0.9535"
"230002920","0.9583"
"230272560","0.9532"
"230542200","0.9603"
"230811840","0.9619"
"231081480","0.9533"
"231351120","0.9574"
