"Step","sl_reverse_finalversion_seed1 - cover_rate_5step"
"1526000","0.298"
"1533000","0.24"
"1540000","0.14800000000000002"
"1547000","0.33"
"1554000","0.21600000000000005"
"1561000","0.158"
"1568000","0.19"
"1575000","0.252"
"1582000","0.254"
"1589000","0.234"
"1596000","0.244"
"1603000","0.2"
"1610000","0.21"
"1617000","0.14"
"1624000","0.17800000000000002"
"1631000","0.19"
"1638000","0.21600000000000005"
"1645000","0.19"
"1652000","0.174"
"1659000","0.19"
"1666000","0.17800000000000002"
"1673000","0.21"
"1680000","0.22"
"1687000","0.12"
"1694000","0.196"
"1701000","0.13"
"1708000","0.246"
"1715000","0.142"
"1722000","0.222"
"1729000","0.21"
"1736000","0.18"
"1743000","0.18"
"1750000","0.2"
"1757000","0.194"
"1764000","0.172"
"1771000","0.138"
"1778000","0.16"
"1785000","0.18600000000000003"
"1792000","0.22"
"1799000","0.174"
"1806000","0.166"
"1813000","0.214"
"1820000","0.138"
"1827000","0.196"
"1834000","0.19"
"1841000","0.162"
"1848000","0.134"
"1855000","0.15200000000000002"
"1862000","0.168"
"1869000","0.166"
"1876000","0.22"
"1883000","0.15"
"1890000","0.28200000000000003"
"1897000","0.194"
"1904000","0.21600000000000005"
"1911000","0.156"
"1918000","0.156"
"1925000","0.188"
"1932000","0.20200000000000004"
"1939000","0.12999999999999998"
"1946000","0.214"
"1953000","0.24"
"1960000","0.166"
"1967000","0.2"
"1974000","0.17"
"1981000","0.22"
"1988000","0.21600000000000005"
"1995000","0.184"
"2002000","0.168"
"2009000","0.202"
"2016000","0.212"
"2023000","0.26"
"2030000","0.14"
"2037000","0.23"
"2044000","0.174"
"2051000","0.224"
"2058000","0.25"
"2065000","0.22"
"2072000","0.16"
"2079000","0.146"
"2086000","0.17600000000000002"
"2093000","0.21"
"2100000","0.224"
"2107000","0.214"
"2114000","0.11"
"2121000","0.17800000000000002"
"2128000","0.16799999999999998"
"2135000","0.172"
"2142000","0.194"
"2149000","0.14"
"2156000","0.17"
"2163000","0.198"
"2170000","0.184"
"2177000","0.14"
"2184000","0.22"
"2191000","0.17800000000000002"
"2198000","0.17600000000000002"
"2205000","0.152"
"2212000","0.19"
"2219000","0.162"
"2226000","0.264"
"2233000","0.232"
"2240000","0.224"
"2247000","0.2"
"2254000","0.174"
"2261000","0.226"
"2268000","0.194"
"2275000","0.15"
"2282000","0.18600000000000003"
"2289000","0.196"
"2296000","0.16200000000000003"
"2303000","0.22"
"2310000","0.18600000000000003"
"2317000","0.262"
"2324000","0.162"
"2331000","0.204"
"2338000","0.168"
"2345000","0.166"
"2352000","0.16200000000000003"
"2359000","0.228"
"2366000","0.188"
"2373000","0.144"
"2380000","0.244"
"2387000","0.27399999999999997"
"2394000","0.18"
"2401000","0.18"
"2408000","0.18600000000000003"
"2415000","0.154"
"2422000","0.154"
"2429000","0.234"
"2436000","0.16"
"2443000","0.242"
"2450000","0.222"
"2457000","0.138"
"2464000","0.206"
"2471000","0.17"
"2478000","0.23"
"2485000","0.18600000000000003"
"2492000","0.22"
"2499000","0.17"
"2506000","0.22"
"2513000","0.22"
"2520000","0.142"
"2527000","0.238"
"2534000","0.162"
"2541000","0.15"
"2548000","0.162"
"2555000","0.194"
"2562000","0.17"
"2569000","0.26"
"2576000","0.16"
"2583000","0.198"
"2590000","0.21"
"2597000","0.24"
"2604000","0.168"
"2611000","0.156"
"2618000","0.25"
"2625000","0.208"
"2632000","0.25"
"2639000","0.15400000000000005"
"2646000","0.16399999999999998"
"2653000","0.224"
"2660000","0.19"
"2667000","0.192"
"2674000","0.188"
"2681000","0.23"
"2688000","0.14400000000000002"
"2695000","0.182"
"2702000","0.222"
"2709000","0.15"
"2716000","0.162"
"2723000","0.17"
"2730000","0.166"
"2737000","0.17600000000000002"
"2744000","0.21"
"2751000","0.266"
"2758000","0.254"
"2765000","0.242"
"2772000","0.2"
"2779000","0.18600000000000003"
"2786000","0.18"
"2793000","0.248"
"2800000","0.166"
"2807000","0.22"
"2814000","0.27"
"2821000","0.19200000000000003"
"2828000","0.17600000000000002"
"2835000","0.254"
"2842000","0.2"
"2849000","0.30200000000000005"
"2856000","0.2"
"2863000","0.196"
"2870000","0.218"
"2877000","0.23"
"2884000","0.17600000000000002"
"2891000","0.18"
"2898000","0.17800000000000002"
"2905000","0.212"
"2912000","0.232"
"2919000","0.252"
"2926000","0.15"
"2933000","0.23"
"2940000","0.226"
"2947000","0.266"
"2954000","0.254"
"2961000","0.172"
"2968000","0.266"
"2975000","0.246"
"2982000","0.29"
"2989000","0.2"
"2996000","0.184"
"3003000","0.23"
"3010000","0.22"
"3017000","0.28600000000000003"
"3024000","0.256"
"3031000","0.25"
"3038000","0.28200000000000003"
"3045000","0.226"
"3052000","0.244"
"3059000","0.17600000000000002"
"3066000","0.182"
"3073000","0.2"
"3080000","0.268"
"3087000","0.18600000000000003"
"3094000","0.224"
"3101000","0.28600000000000003"
"3108000","0.208"
"3115000","0.266"
"3122000","0.18"
"3129000","0.214"
"3136000","0.246"
"3143000","0.228"
"3150000","0.196"
"3157000","0.25"
"3164000","0.272"
"3171000","0.23"
"3178000","0.21600000000000005"
"3185000","0.218"
"3192000","0.18"
"3199000","0.23799999999999996"
"3206000","0.212"
"3213000","0.262"
"3220000","0.232"
"3227000","0.326"
"3234000","0.214"
"3241000","0.246"
"3248000","0.214"
"3255000","0.204"
"3262000","0.182"
"3269000","0.27"
"3276000","0.234"
"3283000","0.226"
"3290000","0.214"
"3297000","0.21599999999999997"
"3304000","0.236"
"3311000","0.204"
"3318000","0.134"
"3325000","0.226"
"3332000","0.212"
"3339000","0.214"
"3346000","0.208"
"3353000","0.232"
"3360000","0.202"
"3367000","0.258"
"3374000","0.204"
"3381000","0.254"
"3388000","0.236"
"3395000","0.32"
"3402000","0.23200000000000004"
"3409000","0.248"
"3416000","0.244"
"3423000","0.166"
"3430000","0.224"
"3437000","0.206"
"3444000","0.194"
"3451000","0.21600000000000005"
"3458000","0.198"
"3465000","0.204"
"3472000","0.23"
"3479000","0.212"
"3486000","0.212"
"3493000","0.124"
"3500000","0.214"
"3507000","0.192"
"3514000","0.22"
"3521000","0.194"
"3528000","0.2"
"3535000","0.2"
"3542000","0.242"
"3549000","0.174"
"3556000","0.198"
"3563000","0.262"
"3570000","0.19"
"3577000","0.21600000000000005"
"3584000","0.174"
"3591000","0.19"
"3598000","0.20799999999999996"
"3605000","0.284"
"3612000","0.278"
"3619000","0.23"
"3626000","0.206"
"3633000","0.18"
"3640000","0.19"
"3647000","0.2"
"3654000","0.26799999999999996"
"3661000","0.192"
"3668000","0.28"
"3675000","0.194"
"3682000","0.236"
"3689000","0.14"
"3696000","0.206"
"3703000","0.156"
"3710000","0.17800000000000002"
"3717000","0.174"
"3724000","0.22"
"3731000","0.18600000000000003"
"3738000","0.22"
"3745000","0.204"
"3752000","0.184"
"3759000","0.27"
"3766000","0.184"
"3773000","0.25"
"3780000","0.194"
"3787000","0.184"
"3794000","0.194"
"3801000","0.21"
"3808000","0.17600000000000002"
"3815000","0.156"
"3822000","0.21"
"3829000","0.14800000000000002"
"3836000","0.17400000000000002"
"3843000","0.154"
"3850000","0.27"
"3857000","0.21600000000000005"
"3864000","0.244"
"3871000","0.134"
"3878000","0.194"
"3885000","0.25"
"3892000","0.198"
"3899000","0.136"
"3906000","0.14400000000000002"
"3913000","0.21"
"3920000","0.268"
"3927000","0.258"
"3934000","0.27399999999999997"
"3941000","0.11"
"3948000","0.27"
"3955000","0.21600000000000005"
"3962000","0.208"
"3969000","0.264"
"3976000","0.18600000000000003"
"3983000","0.308"
"3990000","0.224"
"3997000","0.194"
"4004000","0.214"
"4011000","0.142"
"4018000","0.234"
"4025000","0.172"
"4032000","0.174"
"4039000","0.188"
"4046000","0.254"
"4053000","0.234"
"4060000","0.2"
"4067000","0.158"
"4074000","0.2"
"4081000","0.214"
"4088000","0.246"
"4095000","0.236"
"4102000","0.23"
"4109000","0.21"
"4116000","0.222"
"4123000","0.238"
"4130000","0.17600000000000002"
"4137000","0.2"
"4144000","0.26"
"4151000","0.27"
"4158000","0.206"
"4165000","0.236"
"4172000","0.206"
"4179000","0.22"
"4186000","0.18"
"4193000","0.17"
"4200000","0.272"
"4207000","0.258"
"4214000","0.246"
"4221000","0.23"
"4228000","0.264"
"4235000","0.294"
"4242000","0.254"
"4249000","0.21"
"4256000","0.24"
"4263000","0.214"
"4270000","0.266"
"4277000","0.236"
"4284000","0.31"
"4291000","0.12"
"4298000","0.25"
"4305000","0.184"
"4312000","0.2"
"4319000","0.206"
"4326000","0.29"
"4333000","0.19"
"4340000","0.24"
"4347000","0.19"
"4354000","0.24"
"4361000","0.264"
"4368000","0.22"
"4375000","0.2"
"4382000","0.228"
"4389000","0.23"
"4396000","0.21"
"4403000","0.18600000000000003"
"4410000","0.22200000000000003"
"4417000","0.254"
"4424000","0.244"
"4431000","0.25"
"4438000","0.256"
"4445000","0.24"
"4452000","0.31"
"4459000","0.248"
"4466000","0.246"
"4473000","0.18"
"4480000","0.204"
"4487000","0.28600000000000003"
"4494000","0.23"
"4501000","0.284"
"4508000","0.28600000000000003"
"4515000","0.276"
"4522000","0.242"
"4529000","0.25"
"4536000","0.252"
"4543000","0.17"
"4550000","0.28200000000000003"
"4557000","0.182"
"4564000","0.312"
"4571000","0.206"
"4578000","0.26"
"4585000","0.23"
"4592000","0.31"
"4599000","0.234"
"4606000","0.194"
"4613000","0.258"
"4620000","0.196"
"4627000","0.22"
"4634000","0.212"
"4641000","0.23"
"4648000","0.21"
"4655000","0.184"
"4662000","0.26"
"4669000","0.224"
"4676000","0.194"
"4683000","0.254"
"4690000","0.268"
"4697000","0.258"
"4704000","0.29"
"4711000","0.25"
"4718000","0.264"
"4725000","0.264"
"4732000","0.27"
"4739000","0.214"
"4746000","0.31"
"4753000","0.238"
"4760000","0.27"
"4767000","0.30200000000000005"
"4774000","0.22"
"4781000","0.222"
"4788000","0.24"
"4795000","0.214"
"4802000","0.26"
"4809000","0.24"
"4816000","0.264"
"4823000","0.266"
"4830000","0.18600000000000003"
"4837000","0.264"
"4844000","0.324"
"4851000","0.266"
"4858000","0.316"
"4865000","0.28600000000000003"
"4872000","0.19"
"4879000","0.226"
"4886000","0.314"
"4893000","0.236"
"4900000","0.27399999999999997"
"4907000","0.256"
"4914000","0.21"
"4921000","0.226"
"4928000","0.28"
"4935000","0.25"
"4942000","0.256"
"4949000","0.36"
"4956000","0.29"
"4963000","0.246"
"4970000","0.25"
"4977000","0.294"
"4984000","0.24"
"4991000","0.26"
"4998000","0.264"
"5005000","0.29"
"5012000","0.19"
"5019000","0.21600000000000005"
"5026000","0.288"
"5033000","0.214"
"5040000","0.29"
"5047000","0.22"
"5054000","0.246"
"5061000","0.28800000000000003"
"5068000","0.226"
"5075000","0.32"
"5082000","0.252"
"5089000","0.21"
"5096000","0.22"
"5103000","0.254"
"5110000","0.246"
"5117000","0.28"
"5124000","0.252"
"5131000","0.26"
"5138000","0.194"
"5145000","0.17600000000000002"
"5152000","0.266"
"5159000","0.284"
"5166000","0.19"
"5173000","0.28"
"5180000","0.24"
"5187000","0.244"
"5194000","0.236"
"5201000","0.26"
"5208000","0.27399999999999997"
"5215000","0.212"
"5222000","0.26"
"5229000","0.17200000000000004"
"5236000","0.244"
"5243000","0.27399999999999997"
"5250000","0.252"
"5257000","0.28600000000000003"
"5264000","0.236"
"5271000","0.31799999999999995"
"5278000","0.26"
"5285000","0.316"
"5292000","0.276"
"5299000","0.2"
"5306000","0.26"
"5313000","0.31"
"5320000","0.268"
"5327000","0.284"
"5334000","0.24"
"5341000","0.224"
"5348000","0.224"
"5355000","0.28800000000000003"
"5362000","0.234"
"5369000","0.25"
"5376000","0.252"
"5383000","0.34"
"5390000","0.284"
"5397000","0.42"
"5404000","0.284"
"5411000","0.3"
"5418000","0.406"
"5425000","0.376"
"5432000","0.314"
"5439000","0.24"
"5446000","0.234"
"5453000","0.33399999999999996"
"5460000","0.27399999999999997"
"5467000","0.292"
"5474000","0.254"
"5481000","0.36"
"5488000","0.304"
"5495000","0.266"
"5502000","0.21"
"5509000","0.272"
"5516000","0.34"
"5523000","0.26"
"5530000","0.27"
"5537000","0.29"
"5544000","0.29600000000000004"
"5551000","0.27"
"5558000","0.28"
"5565000","0.33"
"5572000","0.27399999999999997"
"5579000","0.214"
"5586000","0.27399999999999997"
"5593000","0.28"
"5600000","0.256"
"5607000","0.256"
"5614000","0.28600000000000003"
"5621000","0.322"
"5628000","0.306"
"5635000","0.34600000000000003"
"5642000","0.26"
"5649000","0.294"
"5656000","0.256"
"5663000","0.27"
"5670000","0.24"
"5677000","0.3"
"5684000","0.36"
"5691000","0.324"
"5698000","0.35"
"5705000","0.4"
"5712000","0.272"
"5719000","0.366"
"5726000","0.39"
"5733000","0.306"
"5740000","0.342"
"5747000","0.306"
"5754000","0.34"
"5761000","0.386"
"5768000","0.306"
"5775000","0.384"
"5782000","0.35600000000000004"
"5789000","0.28"
"5796000","0.34600000000000003"
"5803000","0.33"
"5810000","0.326"
"5817000","0.34"
"5824000","0.25"
"5831000","0.316"
"5838000","0.196"
"5845000","0.35600000000000004"
"5852000","0.348"
"5859000","0.272"
"5866000","0.374"
"5873000","0.316"
"5880000","0.264"
"5887000","0.32"
"5894000","0.276"
"5901000","0.26"
"5908000","0.19"
"5915000","0.276"
"5922000","0.34"
"5929000","0.25"
"5936000","0.32"
"5943000","0.316"
"5950000","0.36"
"5957000","0.394"
"5964000","0.37799999999999995"
"5971000","0.348"
"5978000","0.324"
"5985000","0.29600000000000004"
"5992000","0.38"
"5999000","0.32"
"6006000","0.32"
"6013000","0.28"
"6020000","0.336"
"6027000","0.322"
"6034000","0.238"
"6041000","0.304"
"6048000","0.236"
"6055000","0.32799999999999996"
"6062000","0.26"
"6069000","0.19"
"6076000","0.294"
"6083000","0.34"
"6090000","0.324"
"6097000","0.272"
"6104000","0.314"
"6111000","0.31799999999999995"
"6118000","0.374"
"6125000","0.28800000000000003"
"6132000","0.32"
"6139000","0.31"
"6146000","0.28800000000000003"
"6153000","0.354"
"6160000","0.26799999999999996"
"6167000","0.266"
"6174000","0.314"
"6181000","0.3"
"6188000","0.33399999999999996"
"6195000","0.348"
"6202000","0.282"
"6209000","0.342"
"6216000","0.266"
"6223000","0.27"
"6230000","0.272"
"6237000","0.33799999999999997"
"6244000","0.21"
"6251000","0.3"
"6258000","0.302"
"6265000","0.27399999999999997"
"6272000","0.29"
"6279000","0.27399999999999997"
"6286000","0.3"
"6293000","0.342"
"6300000","0.316"
"6307000","0.28"
"6314000","0.27"
"6321000","0.396"
"6328000","0.35600000000000004"
"6335000","0.32"
"6342000","0.36"
"6349000","0.256"
"6356000","0.314"
"6363000","0.156"
"6370000","0.3"
"6377000","0.27"
"6384000","0.308"
"6391000","0.22"
"6398000","0.306"
"6405000","0.282"
"6412000","0.382"
"6419000","0.26"
"6426000","0.22"
"6433000","0.25"
"6440000","0.27399999999999997"
"6447000","0.33799999999999997"
"6454000","0.35"
"6461000","0.336"
"6468000","0.376"
"6475000","0.28600000000000003"
"6482000","0.322"
"6489000","0.322"
"6496000","0.28"
"6503000","0.214"
"6510000","0.35"
"6517000","0.31200000000000006"
"6524000","0.33"
"6531000","0.27"
"6538000","0.32"
"6545000","0.3"
"6552000","0.284"
"6559000","0.304"
"6566000","0.24"
"6573000","0.282"
"6580000","0.33399999999999996"
"6587000","0.314"
"6594000","0.348"
"6601000","0.28"
"6608000","0.314"
"6615000","0.306"
"6622000","0.322"
"6629000","0.31"
"6636000","0.33"
"6643000","0.406"
"6650000","0.324"
"6657000","0.322"
"6664000","0.394"
"6671000","0.35200000000000004"
"6678000","0.284"
"6685000","0.37"
"6692000","0.238"
"6699000","0.272"
"6706000","0.29600000000000004"
"6713000","0.384"
"6720000","0.39"
"6727000","0.29"
"6734000","0.4"
"6741000","0.282"
"6748000","0.35"
"6755000","0.35600000000000004"
"6762000","0.374"
"6769000","0.33"
"6776000","0.26799999999999996"
"6783000","0.264"
"6790000","0.33399999999999996"
"6797000","0.28"
"6804000","0.4"
"6811000","0.318"
"6818000","0.29"
"6825000","0.33"
"6832000","0.336"
"6839000","0.386"
"6846000","0.314"
"6853000","0.316"
"6860000","0.32"
"6867000","0.32"
"6874000","0.33399999999999996"
"6881000","0.35"
"6888000","0.312"
"6895000","0.302"
"6902000","0.344"
"6909000","0.224"
"6916000","0.336"
"6923000","0.25"
"6930000","0.33799999999999997"
"6937000","0.37199999999999994"
"6944000","0.31"
"6951000","0.31"
"6958000","0.35"
"6965000","0.304"
"6972000","0.29600000000000004"
"6979000","0.4459999999999999"
"6986000","0.27"
"6993000","0.27399999999999997"
"7000000","0.43"
"7007000","0.258"
"7014000","0.3"
"7021000","0.28"
"7028000","0.304"
"7035000","0.344"
"7042000","0.258"
"7049000","0.33399999999999996"
"7056000","0.292"
"7063000","0.366"
"7070000","0.344"
"7077000","0.348"
"7084000","0.394"
"7091000","0.32"
"7098000","0.358"
"7105000","0.28"
"7112000","0.32799999999999996"
"7119000","0.368"
"7126000","0.326"
"7133000","0.278"
"7140000","0.322"
"7147000","0.394"
"7154000","0.35"
"7161000","0.29600000000000004"
"7168000","0.244"
"7175000","0.36"
"7182000","0.244"
"7189000","0.332"
"7196000","0.306"
"7203000","0.29600000000000004"
"7210000","0.244"
"7217000","0.34600000000000003"
"7224000","0.36199999999999993"
"7231000","0.294"
"7238000","0.34"
"7245000","0.264"
"7252000","0.344"
"7259000","0.314"
"7266000","0.326"
"7273000","0.41"
"7280000","0.46"
"7287000","0.42"
"7294000","0.33799999999999997"
"7301000","0.464"
"7308000","0.47"
"7315000","0.39"
"7322000","0.35"
"7329000","0.38"
"7336000","0.366"
"7343000","0.426"
"7350000","0.384"
"7357000","0.35"
"7364000","0.264"
"7371000","0.342"
"7378000","0.444"
"7385000","0.48"
"7392000","0.426"
"7399000","0.404"
"7406000","0.388"
"7413000","0.364"
"7420000","0.32"
"7427000","0.29"
"7434000","0.366"
"7441000","0.342"
"7448000","0.37799999999999995"
"7455000","0.472"
"7462000","0.37200000000000005"
"7469000","0.326"
"7476000","0.37200000000000005"
"7483000","0.33"
"7490000","0.35200000000000004"
"7497000","0.374"
"7504000","0.354"
"7511000","0.342"
"7518000","0.452"
"7525000","0.406"
"7532000","0.344"
"7539000","0.396"
"7546000","0.42"
"7553000","0.384"
"7560000","0.36"
"7567000","0.466"
"7574000","0.43799999999999994"
"7581000","0.314"
"7588000","0.39"
"7595000","0.314"
"7602000","0.472"
"7609000","0.37400000000000005"
"7616000","0.38"
"7623000","0.398"
"7630000","0.4"
"7637000","0.35"
"7644000","0.36"
"7651000","0.342"
"7658000","0.518"
"7665000","0.416"
"7672000","0.384"
"7679000","0.3"
"7686000","0.54"
"7693000","0.42599999999999993"
"7700000","0.278"
"7707000","0.344"
"7714000","0.426"
"7721000","0.35"
"7728000","0.43799999999999994"
"7735000","0.426"
"7742000","0.49"
"7749000","0.504"
"7756000","0.406"
"7763000","0.4"
"7770000","0.414"
"7777000","0.44"
"7784000","0.37599999999999995"
"7791000","0.316"
"7798000","0.396"
"7805000","0.4"
"7812000","0.33399999999999996"
"7819000","0.39"
"7826000","0.382"
"7833000","0.31200000000000006"
"7840000","0.38800000000000007"
"7847000","0.426"
"7854000","0.43"
"7861000","0.46"
"7868000","0.4"
"7875000","0.39"
"7882000","0.32400000000000007"
"7889000","0.424"
"7896000","0.39"
"7903000","0.314"
"7910000","0.414"
"7917000","0.43"
"7924000","0.32"
"7931000","0.332"
"7938000","0.426"
"7945000","0.364"
"7952000","0.436"
"7959000","0.37"
"7966000","0.35"
"7973000","0.33"
"7980000","0.418"
"7987000","0.474"
"7994000","0.4"
"8001000","0.35"
"8008000","0.396"
"8015000","0.42"
"8022000","0.3"
"8029000","0.368"
"8036000","0.374"
"8043000","0.422"
"8050000","0.384"
"8057000","0.414"
"8064000","0.476"
"8071000","0.404"
"8078000","0.3940000000000001"
"8085000","0.416"
"8092000","0.41"
"8099000","0.416"
"8106000","0.41"
"8113000","0.416"
"8120000","0.344"
"8127000","0.484"
"8134000","0.408"
"8141000","0.376"
"8148000","0.446"
"8155000","0.444"
"8162000","0.34"
"8169000","0.506"
"8176000","0.37400000000000005"
"8183000","0.414"
"8190000","0.4320000000000001"
"8197000","0.446"
"8204000","0.396"
"8211000","0.418"
"8218000","0.46"
"8225000","0.37"
"8232000","0.43"
"8239000","0.396"
"8246000","0.368"
"8253000","0.354"
"8260000","0.404"
"8267000","0.41"
"8274000","0.462"
"8281000","0.386"
"8288000","0.498"
"8295000","0.478"
"8302000","0.44"
"8309000","0.376"
"8316000","0.484"
"8323000","0.382"
"8330000","0.42"
"8337000","0.468"
"8344000","0.386"
"8351000","0.464"
"8358000","0.44"
"8365000","0.454"
"8372000","0.414"
"8379000","0.44"
"8386000","0.4"
"8393000","0.482"
"8400000","0.44"
"8407000","0.4459999999999999"
"8414000","0.45"
"8421000","0.424"
"8428000","0.47"
"8435000","0.4799999999999999"
"8442000","0.42"
"8449000","0.33"
"8456000","0.444"
"8463000","0.45"
"8470000","0.394"
"8477000","0.43599999999999994"
"8484000","0.402"
"8491000","0.38"
"8498000","0.382"
"8505000","0.436"
"8512000","0.524"
"8519000","0.518"
"8526000","0.5459999999999999"
"8533000","0.434"
"8540000","0.4320000000000001"
"8547000","0.47"
"8554000","0.42"
"8561000","0.494"
"8568000","0.426"
"8575000","0.51"
"8582000","0.496"
"8589000","0.512"
"8596000","0.46"
"8603000","0.466"
"8610000","0.446"
"8617000","0.514"
"8624000","0.398"
"8631000","0.446"
"8638000","0.314"
"8645000","0.42"
"8652000","0.484"
"8659000","0.5459999999999999"
"8666000","0.444"
"8673000","0.488"
"8680000","0.42"
"8687000","0.464"
"8694000","0.55"
"8701000","0.33"
"8708000","0.416"
"8715000","0.39"
"8722000","0.53"
"8729000","0.474"
"8736000","0.47"
"8743000","0.454"
"8750000","0.56"
"8757000","0.45"
"8764000","0.464"
"8771000","0.46"
"8778000","0.49"
"8785000","0.366"
"8792000","0.456"
"8799000","0.406"
"8806000","0.434"
"8813000","0.48"
"8820000","0.498"
"8827000","0.456"
"8834000","0.46"
"8841000","0.446"
"8848000","0.442"
"8855000","0.46"
"8862000","0.482"
"8869000","0.46"
"8876000","0.53"
"8883000","0.414"
"8890000","0.496"
"8897000","0.52"
"8904000","0.42"
"8911000","0.34"
"8918000","0.406"
"8925000","0.388"
"8932000","0.42"
"8939000","0.4479999999999999"
"8946000","0.48"
"8953000","0.52"
"8960000","0.414"
"8967000","0.496"
"8974000","0.44"
"8981000","0.43"
"8988000","0.47"
"8995000","0.454"
"9002000","0.472"
"9009000","0.446"
"9016000","0.52"
"9023000","0.428"
"9030000","0.45"
"9037000","0.5379999999999999"
"9044000","0.408"
"9051000","0.3"
"9058000","0.452"
"9065000","0.464"
"9072000","0.454"
"9079000","0.414"
"9086000","0.486"
"9093000","0.408"
"9100000","0.408"
"9107000","0.39"
"9114000","0.456"
"9121000","0.424"
"9128000","0.34600000000000003"
"9135000","0.4759999999999999"
"9142000","0.454"
"9149000","0.424"
"9156000","0.392"
"9163000","0.424"
"9170000","0.39"
"9177000","0.52"
"9184000","0.406"
"9191000","0.5059999999999999"
"9198000","0.43"
"9205000","0.44"
"9212000","0.462"
"9219000","0.504"
"9226000","0.45"
