"Step","mixed_ratio55_0.9_initial_optimizer_seed1 - 8cover_rate"
"26661180","0.9383"
"26766180","0.938"
"26871180","0.9406"
"26976180","0.9376"
"27081180","0.9376"
"27186180","0.95005"
"27291180","0.94775"
"27396180","0.9497"
"27501180","0.94925"
"27606180","0.94855"
"27711180","0.9526"
"27816180","0.9387"
"27921180","0.91985"
"28026180","0.935"
"28131180","0.93315"
"28236180","0.94105"
"28341180","0.93775"
"28446180","0.94455"
"28551180","0.95215"
"28656180","0.9469"
"28761180","0.9551"
"28866180","0.95595"
"28971180","0.96225"
"29076180","0.96175"
"29181180","0.9637"
"29286180","0.9515"
"29391180","0.95165"
"29496180","0.9622"
"29601180","0.96545"
"29706180","0.95965"
"29811180","0.96335"
"29916180","0.97645"
"30021180","0.97385"
"30126180","0.97605"
"30231180","0.9823999999999998"
"30336180","0.9797"
"30441180","0.97805"
"30546180","0.9797"
"30651180","0.9537"
"30756180","0.9156"
"30861180","0.9153"
"30966180","0.9167"
"31071180","0.9258"
"31176180","0.9274"
"31281180","0.92515"
"31386180","0.9227"
"31491180","0.9162"
"31596180","0.91575"
"31701180","0.92225"
"31806180","0.91855"
"31911180","0.92775"
"32016180","0.9311"
"32121180","0.93455"
"32226180","0.9393"
"32331180","0.94495"
"32436180","0.965"
"32541180","0.9617"
"32646180","0.9633"
"32751180","0.9544"
"32856180","0.95595"
"32961180","0.96005"
"33066180","0.9643"
"33171180","0.9641"
"33276180","0.9595"
"33381180","0.9699"
"33486180","0.9684"
"33591180","0.97435"
"33696180","0.97845"
"33801180","0.97545"
"33906180","0.9792"
"34011180","0.9748"
"34116180","0.96595"
"34221180","0.9725"
"34326180","0.97055"
