"Step","main_box_pc_first_seed3 - main_return_rate"
"24894000","0.3805"
"24948000","0.4375"
"25002000","0.4495"
"25056000","0.4285"
"25110000","0.346"
"25164000","0.375"
"25218000","0.372"
"25272000","0.3885"
"25326000","0.358"
"25380000","0.4065"
"25434000","0.48"
"25488000","0.4"
"25542000","0.36"
"25596000","0.397"
"25650000","0.4625"
"25704000","0.5115"
"25758000","0.472"
"25812000","0.54"
"25866000","0.392"
"25920000","0.337"
"25974000","0.2935"
"26028000","0.3365"
"26082000","0.381"
"26136000","0.3625"
"26190000","0.3955"
"26244000","0.4285"
"26298000","0.5175"
"26352000","0.511"
"26406000","0.5215"
"26460000","0.528"
"26514000","0.57"
"26568000","0.5855"
"26622000","0.6295"
"26676000","0.6185"
"26730000","0.588"
"26784000","0.513"
"26838000","0.3755"
"26892000","0.437"
"26946000","0.3965"
"27000000","0.408"
"27054000","0.38"
"27108000","0.301"
"27162000","0.314"
"27216000","0.289"
"27270000","0.421"
"27324000","0.4265"
"27378000","0.419"
"27432000","0.468"
"27486000","0.464"
"27540000","0.4275"
"27594000","0.454"
"27648000","0.3865"
"27702000","0.3125"
"27756000","0.3225"
"27810000","0.3625"
"27864000","0.287"
"27918000","0.2605"
"27972000","0.3005"
"28026000","0.223"
"28080000","0.275"
"28134000","0.3255"
"28188000","0.332"
"28242000","0.35"
"28296000","0.367"
"28350000","0.27"
"28404000","0.263"
"28458000","0.26"
"28512000","0.266"
"28566000","0.258"
"28620000","0.289"
"28674000","0.374"
"28728000","0.354"
"28782000","0.283"
"28836000","0.2555"
"28890000","0.3035"
"28944000","0.2765"
"28998000","0.2725"
"29052000","0.348"
"29106000","0.2425"
"29160000","0.213"
"29214000","0.244"
"29268000","0.2945"
"29322000","0.229"
"29376000","0.319"
"29430000","0.3195"
"29484000","0.247"
"29538000","0.2505"
"29592000","0.267"
"29646000","0.185"
"29700000","0.2225"
"29754000","0.23"
"29808000","0.213"
"29862000","0.2995"
"29916000","0.304"
"29970000","0.25"
"30024000","0.2355"
"30078000","0.2715"
"30132000","0.2855"
"30186000","0.218"
"30240000","0.2495"
"30294000","0.307"
"30348000","0.3295"
"30402000","0.334"
"30456000","0.3405"
"30510000","0.203"
"30564000","0.1815"
"30618000","0.21"
"30672000","0.2465"
"30726000","0.243"
"30780000","0.2395"
"30834000","0.224"
"30888000","0.326"
"30942000","0.425"
"30996000","0.3565"
"31050000","0.277"
"31104000","0.2285"
"31158000","0.137"
"31212000","0.1165"
"31266000","0.1125"
"31320000","0.076"
"31374000","0.086"
"31428000","0.0625"
"31482000","0.0575"
"31536000","0.0705"
"31590000","0.07"
"31644000","0.124"
"31698000","0.0975"
"31752000","0.0935"
"31806000","0.116"
"31860000","0.1325"
"31914000","0.1585"
"31968000","0.117"
"32022000","0.0655"
"32076000","0.1165"
"32130000","0.125"
"32184000","0.083"
"32238000","0.151"
"32292000","0.1195"
"32346000","0.17"
"32400000","0.1565"
"32454000","0.172"
"32508000","0.3045"
"32562000","0.2275"
"32616000","0.178"
"32670000","0.1435"
"32724000","0.1045"
"32778000","0.118"
"32832000","0.16"
"32886000","0.167"
"32940000","0.1795"
"32994000","0.2025"
"33048000","0.165"
"33102000","0.223"
"33156000","0.208"
"33210000","0.1325"
"33264000","0.184"
"33318000","0.1605"
"33372000","0.1855"
"33426000","0.2255"
"33480000","0.2635"
"33534000","0.169"
"33588000","0.124"
"33642000","0.0875"
"33696000","0.1465"
"33750000","0.1285"
"33804000","0.134"
"33858000","0.1525"
"33912000","0.1985"
"33966000","0.2305"
"34020000","0.229"
"34074000","0.251"
"34128000","0.219"
"34182000","0.2425"
"34236000","0.263"
"34290000","0.219"
"34344000","0.203"
"34398000","0.2205"
"34452000","0.1655"
"34506000","0.2505"
"34560000","0.2975"
"34614000","0.3155"
"34668000","0.427"
"34722000","0.329"
"34776000","0.3335"
"34830000","0.349"
"34884000","0.3625"
"34938000","0.3275"
"34992000","0.475"
"35046000","0.4105"
"35100000","0.339"
"35154000","0.3385"
"35208000","0.3085"
"35262000","0.223"
"35316000","0.206"
"35370000","0.223"
"35424000","0.221"
"35478000","0.1995"
"35532000","0.2105"
"35586000","0.193"
"35640000","0.1825"
"35694000","0.2335"
"35748000","0.259"
"35802000","0.283"
"35856000","0.2725"
"35910000","0.196"
"35964000","0.23"
"36018000","0.253"
"36072000","0.233"
"36126000","0.278"
"36180000","0.272"
"36234000","0.245"
"36288000","0.1765"
"36342000","0.1555"
"36396000","0.122"
"36450000","0.0895"
"36504000","0.0795"
"36558000","0.1515"
"36612000","0.1215"
"36666000","0.1075"
"36720000","0.1215"
"36774000","0.1005"
"36828000","0.11"
"36882000","0.111"
"36936000","0.094"
"36990000","0.1635"
"37044000","0.1095"
"37098000","0.105"
"37152000","0.1455"
"37206000","0.1335"
"37260000","0.122"
"37314000","0.142"
"37368000","0.112"
"37422000","0.15"
"37476000","0.188"
"37530000","0.2285"
"37584000","0.202"
"37638000","0.2185"
"37692000","0.147"
"37746000","0.1635"
"37800000","0.1395"
"37854000","0.1335"
"37908000","0.157"
"37962000","0.258"
"38016000","0.3105"
"38070000","0.275"
"38124000","0.2665"
"38178000","0.247"
"38232000","0.2155"
"38286000","0.157"
"38340000","0.1325"
"38394000","0.114"
"38448000","0.125"
"38502000","0.116"
"38556000","0.093"
"38610000","0.106"
"38664000","0.0845"
"38718000","0.099"
"38772000","0.108"
"38826000","0.1135"
"38880000","0.1125"
"38934000","0.113"
"38988000","0.0965"
"39042000","0.1005"
"39096000","0.0805"
"39150000","0.0955"
"39204000","0.0935"
"39258000","0.076"
"39312000","0.068"
"39366000","0.169"
"39420000","0.2985"
"39474000","0.2665"
"39528000","0.2085"
"39582000","0.1465"
"39636000","0.142"
"39690000","0.103"
"39744000","0.116"
"39798000","0.0875"
"39852000","0.0695"
"39906000","0.0655"
"39960000","0.054"
"40014000","0.0705"
"40068000","0.067"
"40122000","0.071"
"40176000","0.058"
"40230000","0.036"
"40284000","0.0775"
"40338000","0.074"
"40392000","0.0805"
"40446000","0.0615"
"40500000","0.079"
"40554000","0.087"
"40608000","0.091"
"40662000","0.1005"
"40716000","0.0635"
"40770000","0.0725"
"40824000","0.096"
"40878000","0.0615"
"40932000","0.072"
"40986000","0.0605"
"41040000","0.0575"
"41094000","0.077"
"41148000","0.0775"
"41202000","0.0485"
"41256000","0.056"
"41310000","0.0675"
"41364000","0.073"
"41418000","0.098"
"41472000","0.0985"
"41526000","0.117"
"41580000","0.105"
"41634000","0.0945"
"41688000","0.1515"
"41742000","0.1195"
"41796000","0.092"
"41850000","0.084"
"41904000","0.077"
"41958000","0.039"
"42012000","0.0685"
"42066000","0.086"
"42120000","0.0755"
"42174000","0.1025"
"42228000","0.0695"
"42282000","0.077"
"42336000","0.07"
"42390000","0.138"
"42444000","0.1225"
"42498000","0.154"
"42552000","0.1575"
"42606000","0.173"
"42660000","0.1605"
"42714000","0.1695"
"42768000","0.171"
"42822000","0.1395"
"42876000","0.1755"
"42930000","0.104"
"42984000","0.092"
"43038000","0.0975"
"43092000","0.0725"
"43146000","0.0885"
"43200000","0.0845"
"43254000","0.0795"
"43308000","0.1065"
"43362000","0.1305"
"43416000","0.105"
"43470000","0.093"
"43524000","0.1005"
"43578000","0.092"
"43632000","0.136"
"43686000","0.1095"
"43740000","0.1635"
"43794000","0.179"
"43848000","0.267"
"43902000","0.24"
"43956000","0.2805"
"44010000","0.3765"
"44064000","0.2185"
"44118000","0.209"
"44172000","0.2385"
"44226000","0.1845"
"44280000","0.2095"
"44334000","0.2295"
"44388000","0.232"
"44442000","0.1865"
"44496000","0.199"
"44550000","0.117"
"44604000","0.0885"
"44658000","0.143"
"44712000","0.198"
"44766000","0.146"
"44820000","0.1415"
"44874000","0.2055"
"44928000","0.1925"
"44982000","0.296"
"45036000","0.279"
"45090000","0.194"
"45144000","0.1945"
"45198000","0.192"
"45252000","0.1835"
"45306000","0.143"
"45360000","0.163"
"45414000","0.128"
"45468000","0.13"
"45522000","0.123"
"45576000","0.0935"
"45630000","0.079"
"45684000","0.0945"
"45738000","0.11"
"45792000","0.1255"
"45846000","0.106"
"45900000","0.104"
"45954000","0.1"
"46008000","0.1045"
"46062000","0.14"
"46116000","0.111"
"46170000","0.1215"
"46224000","0.1135"
"46278000","0.163"
"46332000","0.1475"
"46386000","0.144"
"46440000","0.1405"
"46494000","0.15"
"46548000","0.1375"
"46602000","0.1815"
"46656000","0.188"
"46710000","0.281"
"46764000","0.239"
"46818000","0.1805"
"46872000","0.193"
"46926000","0.212"
"46980000","0.1985"
"47034000","0.2535"
"47088000","0.256"
"47142000","0.2145"
"47196000","0.2025"
"47250000","0.207"
"47304000","0.182"
"47358000","0.179"
"47412000","0.1885"
"47466000","0.2255"
"47520000","0.226"
"47574000","0.24"
"47628000","0.223"
"47682000","0.2535"
"47736000","0.2215"
"47790000","0.2045"
"47844000","0.1995"
"47898000","0.2675"
"47952000","0.279"
"48006000","0.2915"
"48060000","0.2745"
"48114000","0.3735"
"48168000","0.378"
"48222000","0.465"
"48276000","0.4395"
"48330000","0.3795"
"48384000","0.3245"
"48438000","0.34"
"48492000","0.3175"
"48546000","0.3265"
"48600000","0.337"
"48654000","0.288"
"48708000","0.285"
"48762000","0.3"
"48816000","0.292"
"48870000","0.353"
"48924000","0.335"
"48978000","0.389"
"49032000","0.3255"
"49086000","0.2675"
"49140000","0.2405"
"49194000","0.2625"
"49248000","0.296"
"49302000","0.339"
"49356000","0.352"
"49410000","0.3125"
"49464000","0.3355"
"49518000","0.2945"
"49572000","0.334"
"49626000","0.291"
"49680000","0.272"
"49734000","0.3205"
"49788000","0.243"
"49842000","0.271"
"49896000","0.2595"
"49950000","0.32"
"50004000","0.3055"
"50058000","0.3075"
"50112000","0.321"
"50166000","0.355"
"50220000","0.38"
"50274000","0.2985"
"50328000","0.3815"
"50382000","0.4015"
"50436000","0.3165"
"50490000","0.4655"
"50544000","0.419"
"50598000","0.3335"
"50652000","0.3415"
"50706000","0.2945"
"50760000","0.299"
"50814000","0.333"
"50868000","0.346"
"50922000","0.3785"
"50976000","0.4"
"51030000","0.5025"
"51084000","0.53"
"51138000","0.4615"
"51192000","0.497"
"51246000","0.5035"
"51300000","0.5555"
"51354000","0.543"
"51408000","0.5645"
"51462000","0.5815"
"51516000","0.5605"
"51570000","0.4995"
"51624000","0.4985"
"51678000","0.5425"
"51732000","0.4905"
"51786000","0.5175"
"51840000","0.554"
"51894000","0.52"
"51948000","0.499"
"52002000","0.432"
"52056000","0.456"
"52110000","0.4995"
"52164000","0.475"
"52218000","0.511"
"52272000","0.4535"
"52326000","0.4975"
"52380000","0.515"
"52434000","0.55"
"52488000","0.519"
"52542000","0.52"
"52596000","0.444"
"52650000","0.4525"
"52704000","0.426"
"52758000","0.4835"
"52812000","0.4605"
"52866000","0.4845"
"52920000","0.533"
"52974000","0.5695"
"53028000","0.535"
"53082000","0.5235"
"53136000","0.294"
"53190000","0.2845"
"53244000","0.4155"
"53298000","0.5"
"53352000","0.457"
"53406000","0.452"
"53460000","0.4785"
"53514000","0.5465"
"53568000","0.4955"
"53622000","0.5585"
"53676000","0.585"
"53730000","0.527"
"53784000","0.5325"
"53838000","0.561"
"53892000","0.5915"
"53946000","0.6465"
"54000000","0.6125"
"54054000","0.62"
"54108000","0.589"
"54162000","0.591"
"54216000","0.4985"
"54270000","0.566"
"54324000","0.5405"
"54378000","0.575"
"54432000","0.6025"
"54486000","0.634"
"54540000","0.5985"
"54594000","0.57"
"54648000","0.5395"
"54702000","0.5575"
"54756000","0.5295"
"54810000","0.602"
"54864000","0.6025"
"54918000","0.5795"
"54972000","0.4995"
"55026000","0.59"
"55080000","0.5845"
"55134000","0.5775"
"55188000","0.5885"
"55242000","0.64"
"55296000","0.569"
"55350000","0.5495"
"55404000","0.6305"
"55458000","0.5135"
"55512000","0.504"
"55566000","0.284"
"55620000","0.3645"
"55674000","0.42"
"55728000","0.3495"
"55782000","0.447"
"55836000","0.568"
"55890000","0.629"
"55944000","0.533"
"55998000","0.562"
"56052000","0.516"
"56106000","0.4885"
"56160000","0.4615"
"56214000","0.414"
"56268000","0.4845"
"56322000","0.534"
"56376000","0.527"
"56430000","0.498"
"56484000","0.501"
"56538000","0.4105"
"56592000","0.4295"
"56646000","0.412"
"56700000","0.471"
"56754000","0.474"
"56808000","0.3015"
"56862000","0.289"
"56916000","0.226"
"56970000","0.279"
"57024000","0.3085"
"57078000","0.246"
"57132000","0.2315"
"57186000","0.223"
"57240000","0.2025"
"57294000","0.2705"
"57348000","0.214"
"57402000","0.232"
"57456000","0.2765"
"57510000","0.3605"
"57564000","0.378"
"57618000","0.2585"
"57672000","0.2825"
"57726000","0.309"
"57780000","0.277"
"57834000","0.2905"
"57888000","0.3415"
"57942000","0.3385"
"57996000","0.3255"
"58050000","0.3495"
"58104000","0.337"
"58158000","0.471"
"58212000","0.437"
"58266000","0.3805"
"58320000","0.446"
"58374000","0.407"
"58428000","0.4425"
"58482000","0.38"
"58536000","0.4045"
"58590000","0.4095"
"58644000","0.3775"
"58698000","0.3535"
"58752000","0.407"
"58806000","0.3965"
"58860000","0.375"
"58914000","0.297"
"58968000","0.382"
"59022000","0.4415"
"59076000","0.3505"
"59130000","0.3545"
"59184000","0.36"
"59238000","0.3245"
"59292000","0.329"
"59346000","0.402"
"59400000","0.3985"
"59454000","0.469"
"59508000","0.431"
"59562000","0.466"
"59616000","0.4275"
"59670000","0.392"
"59724000","0.379"
"59778000","0.396"
"59832000","0.4115"
"59886000","0.4025"
"59940000","0.457"
"59994000","0.385"
"60048000","0.326"
"60102000","0.3435"
"60156000","0.296"
"60210000","0.3255"
"60264000","0.226"
"60318000","0.223"
"60372000","0.2075"
"60426000","0.2585"
"60480000","0.277"
"60534000","0.2975"
"60588000","0.2465"
"60642000","0.1905"
"60696000","0.2375"
"60750000","0.203"
"60804000","0.236"
"60858000","0.206"
"60912000","0.23"
"60966000","0.2665"
"61020000","0.285"
"61074000","0.412"
"61128000","0.4195"
"61182000","0.3995"
"61236000","0.276"
"61290000","0.3935"
"61344000","0.466"
"61398000","0.4345"
"61452000","0.4405"
"61506000","0.41"
"61560000","0.39"
"61614000","0.395"
"61668000","0.495"
"61722000","0.4205"
"61776000","0.4495"
"61830000","0.302"
"61884000","0.252"
"61938000","0.263"
"61992000","0.301"
"62046000","0.309"
"62100000","0.3045"
"62154000","0.3915"
"62208000","0.358"
"62262000","0.3575"
"62316000","0.3085"
"62370000","0.3265"
"62424000","0.3305"
"62478000","0.389"
"62532000","0.443"
"62586000","0.44"
"62640000","0.4235"
"62694000","0.3645"
"62748000","0.394"
"62802000","0.4045"
"62856000","0.3815"
"62910000","0.39"
"62964000","0.4465"
"63018000","0.4805"
"63072000","0.403"
"63126000","0.401"
"63180000","0.434"
"63234000","0.403"
"63288000","0.437"
"63342000","0.424"
"63396000","0.439"
"63450000","0.493"
"63504000","0.459"
"63558000","0.424"
"63612000","0.472"
"63666000","0.475"
"63720000","0.53"
"63774000","0.46"
"63828000","0.4345"
"63882000","0.419"
"63936000","0.46"
"63990000","0.413"
"64044000","0.3965"
"64098000","0.4355"
"64152000","0.456"
"64206000","0.4685"
"64260000","0.4695"
"64314000","0.362"
"64368000","0.489"
"64422000","0.458"
"64476000","0.4655"
"64530000","0.5035"
"64584000","0.4875"
"64638000","0.5185"
"64692000","0.499"
"64746000","0.4655"
"64800000","0.487"
"64854000","0.4585"
"64908000","0.481"
"64962000","0.463"
"65016000","0.405"
"65070000","0.482"
"65124000","0.5055"
"65178000","0.4295"
"65232000","0.3885"
"65286000","0.3885"
"65340000","0.3915"
"65394000","0.4205"
"65448000","0.423"
"65502000","0.334"
"65556000","0.3995"
"65610000","0.415"
"65664000","0.4825"
"65718000","0.476"
"65772000","0.3765"
"65826000","0.428"
"65880000","0.5055"
"65934000","0.5395"
"65988000","0.4495"
"66042000","0.389"
"66096000","0.3315"
"66150000","0.496"
"66204000","0.3145"
"66258000","0.429"
"66312000","0.463"
"66366000","0.4915"
"66420000","0.456"
"66474000","0.416"
"66528000","0.422"
"66582000","0.3645"
"66636000","0.312"
"66690000","0.318"
"66744000","0.2935"
"66798000","0.3265"
"66852000","0.383"
"66906000","0.385"
"66960000","0.4305"
"67014000","0.4345"
"67068000","0.414"
"67122000","0.47"
"67176000","0.47"
"67230000","0.5635"
"67284000","0.5265"
"67338000","0.566"
"67392000","0.555"
"67446000","0.533"
"67500000","0.545"
"67554000","0.5605"
"67608000","0.565"
"67662000","0.4635"
"67716000","0.495"
"67770000","0.456"
"67824000","0.4155"
"67878000","0.3985"
"67932000","0.412"
"67986000","0.4005"
"68040000","0.517"
"68094000","0.5155"
"68148000","0.5175"
"68202000","0.549"
"68256000","0.4425"
"68310000","0.375"
"68364000","0.345"
"68418000","0.3445"
"68472000","0.295"
"68526000","0.3605"
"68580000","0.368"
"68634000","0.343"
"68688000","0.295"
"68742000","0.377"
"68796000","0.382"
"68850000","0.388"
"68904000","0.349"
"68958000","0.324"
"69012000","0.3615"
"69066000","0.3805"
"69120000","0.456"
"69174000","0.4505"
"69228000","0.403"
"69282000","0.4425"
"69336000","0.4215"
"69390000","0.443"
"69444000","0.4335"
"69498000","0.4135"
"69552000","0.4425"
"69606000","0.3965"
"69660000","0.3465"
"69714000","0.3125"
"69768000","0.37"
"69822000","0.3615"
"69876000","0.395"
"69930000","0.3755"
"69984000","0.3635"
"70038000","0.241"
"70092000","0.3085"
"70146000","0.2555"
"70200000","0.2085"
"70254000","0.267"
"70308000","0.3285"
"70362000","0.3245"
"70416000","0.347"
"70470000","0.3105"
"70524000","0.3045"
"70578000","0.294"
"70632000","0.404"
"70686000","0.4245"
"70740000","0.3485"
"70794000","0.376"
"70848000","0.408"
"70902000","0.4235"
"70956000","0.4435"
"71010000","0.4245"
"71064000","0.422"
"71118000","0.389"
"71172000","0.353"
"71226000","0.4165"
"71280000","0.4275"
"71334000","0.3885"
"71388000","0.4405"
"71442000","0.464"
"71496000","0.5185"
"71550000","0.523"
"71604000","0.523"
"71658000","0.4925"
"71712000","0.4675"
"71766000","0.484"
"71820000","0.445"
"71874000","0.4755"
